source,target,value,level
Metaphor,Relevance (law),1,2
Metaphor,Classifier (UML),1,2
Categorization,Relevance (law),1,2
Categorization,Classifier (UML),1,2
Categorization,Metaphor,1,2
Automotive industry,Visualization,1,2
Automotive industry,Software,1,2
Tree (set theory),Terabyte,1,2
Artificial neural network,Spurious relationship,1,2
Tree (set theory),Data compression,1,2
Parameterized complexity,Terabyte,1,2
Parameterized complexity,Data compression,1,2
Parameterized complexity,Tree (set theory),1,2
Field (mathematics),Terabyte,1,2
Field (mathematics),Data compression,1,2
Field (mathematics),Parameterized complexity,1,2
Classifier (UML),Relevance (law),1,2
Artificial neural network,Domain (mathematical analysis),1,2
Computer graphics,Outlier,1,2
Spurious relationship,Debugging,1,2
Computer graphics,Debugging,1,2
Computer graphics,Pattern recognition (psychology),1,2
Deep learning,Computer graphics,1,2
Domain (mathematical analysis),Outlier,1,2
Domain (mathematical analysis),Debugging,1,2
Domain (mathematical analysis),Deep learning,1,2
Spurious relationship,Outlier,1,2
Spurious relationship,Pattern recognition (psychology),1,2
Artificial neural network,Feature (linguistics),1,2
Spurious relationship,Computer graphics,1,2
Spurious relationship,Feature (linguistics),1,2
Spurious relationship,Deep learning,1,2
Spurious relationship,Domain (mathematical analysis),1,2
Artificial neural network,Outlier,1,2
Artificial neural network,Debugging,1,2
Artificial neural network,Computer graphics,1,2
Embedding,Generalization,1,2
Embedding,Multidimensional scaling,1,2
Ensemble learning,Generalization,1,2
Cluster (spacecraft),Perception,1,2
Pipeline transport,Set (abstract data type),1,2
Pipeline (software),Debugging,1,2
Function (biology),Formative assessment,1,2
Animation,Formative assessment,1,2
Recommender system,Formative assessment,1,2
Recommender system,Function (biology),1,2
Recommender system,Animation,1,2
Grammar,Formative assessment,1,2
Grammar,Function (biology),1,2
Grammar,Animation,1,2
Grammar,Recommender system,1,2
Ranking (information retrieval),Formative assessment,1,2
Ranking (information retrieval),Function (biology),1,2
Ranking (information retrieval),Animation,1,2
Ranking (information retrieval),Recommender system,1,2
Ranking (information retrieval),Grammar,1,2
Graphics,Formative assessment,1,2
Pipeline transport,Variety (cybernetics),1,2
Pipeline transport,Debugging,1,2
Set (abstract data type),Debugging,1,2
CLARITY,Identification (biology),1,2
Identification (biology),Merge (version control),1,2
Identification (biology),Cluster (spacecraft),1,2
CLARITY,Perception,1,2
CLARITY,Pattern recognition (psychology),1,2
CLARITY,Merge (version control),1,2
CLARITY,Cluster (spacecraft),1,2
CLARITY,Cluster analysis,1,2
Variety (cybernetics),Scheduling (production processes),1,2
Tracing,Usability,1,2
Context (archaeology),Scheduling (production processes),1,2
USable,Scheduling (production processes),1,2
Ray tracing (physics),Virtual reality,1,2
Ray tracing (physics),Field (mathematics),1,2
Usability,Virtual reality,1,2
Usability,Ray tracing (physics),1,2
Tracing,Field (mathematics),1,2
Graphics,Function (biology),1,2
Graphics,Recommender system,1,2
Graphics,Grammar,1,2
Speedup,Maxima and minima,1,2
Workflow,Criminal investigation,1,2
Workflow,Tracking (education),1,2
Set (abstract data type),Transparency (behavior),1,2
Random forest,Focus (optics),1,2
Random forest,Scalability,1,2
Field (mathematics),Maxima and minima,1,2
Speedup,Scalar field,1,2
Speedup,Topology (electrical circuits),1,2
Pipeline (software),Criminal investigation,1,2
Speedup,Topological data analysis,1,2
Scalar (mathematics),Speedup,1,2
Generalization,Boosting (machine learning),1,2
Set (abstract data type),Boosting (machine learning),1,2
Ensemble forecasting,Boosting (machine learning),1,2
Ensemble forecasting,Generalization,1,2
Ensemble learning,Boosting (machine learning),1,2
Pipeline (software),Tracking (education),1,2
Presentation (obstetrics),Tracking (education),1,2
Graphics,Ranking (information retrieval),1,2
Causality (physics),Narrative,1,2
Message passing,Context (archaeology),1,2
Message passing,Process (computing),1,2
Message passing,Domain (mathematical analysis),1,2
Visualization,Message passing,1,2
Abstraction,Message passing,1,2
Usability,Message passing,1,2
Usability,Abstraction,1,2
Source code,Context (archaeology),1,2
Presentation (obstetrics),Criminal investigation,1,2
Compiler,Context (archaeology),1,2
Compiler,Source code,1,2
Compiler,Process (computing),1,2
Workflow,Source code,1,2
Workflow,Compiler,1,2
Tracking (education),Criminal investigation,1,2
Process (computing),Criminal investigation,1,2
Cluster (spacecraft),Merge (version control),1,2
Merge (version control),Pattern recognition (psychology),1,2
Embedding,Perspective (graphical),1,2
Collaborative software,JavaScript,1,2
Distance matrices in phylogeny,Variable (mathematics),1,2
Distance matrices in phylogeny,Pairwise comparison,1,2
Distance matrices in phylogeny,Data set,1,2
Data point,Generalization,1,2
Data point,Distance matrix,1,2
Data point,Perspective (graphical),1,2
Data point,Variable (mathematics),1,2
Data point,Pairwise comparison,1,2
Data point,Distance matrices in phylogeny,1,2
Focus (optics),Matrix (chemical analysis),1,2
Graph,Matrix (chemical analysis),1,2
Analytics,Revenue,1,2
Database transaction,Revenue,1,2
Taxpayer,Revenue,1,2
Taxpayer,Analytics,1,2
Taxpayer,Database transaction,1,2
Profit (economics),Revenue,1,2
Distance matrices in phylogeny,Embedding,1,2
Distance matrices in phylogeny,Perspective (graphical),1,2
Distance matrices in phylogeny,Multidimensional scaling,1,2
Pairwise comparison,Variable (mathematics),1,2
Variable (mathematics),Generalization,1,2
Variable (mathematics),Distance matrix,1,2
Variable (mathematics),Multidimensional scaling,1,2
Variable (mathematics),Embedding,1,2
Pairwise comparison,Generalization,1,2
Pairwise comparison,Distance matrix,1,2
Pairwise comparison,Perspective (graphical),1,2
Data set,Generalization,1,2
Distance matrices in phylogeny,Set (abstract data type),1,2
Data set,Distance matrix,1,2
Data set,Perspective (graphical),1,2
Data set,Embedding,1,2
Data set,Variable (mathematics),1,2
Data set,Pairwise comparison,1,2
Distance matrices in phylogeny,Generalization,1,2
Distance matrices in phylogeny,Distance matrix,1,2
Profit (economics),Analytics,1,2
Profit (economics),Database transaction,1,2
Profit (economics),Taxpayer,1,2
Benchmark (surveying),Linear subspace,1,2
Differential privacy,Chart,1,2
Differential privacy,Scatter plot,1,2
Pie chart,Popularity,1,2
Pie chart,Plot (graphics),1,2
Pie chart,Population,1,2
Pie chart,Differential privacy,1,2
Benchmark (surveying),Subspace topology,1,2
Key (lock),Heuristics,1,2
Differential privacy,Plot (graphics),1,2
Usability,Heuristics,1,2
Event (particle physics),Heuristics,1,2
Bridge (graph theory),Heuristics,1,2
Bridge (graph theory),Set (abstract data type),1,2
Bridge (graph theory),Usability,1,2
JavaScript,Class (philosophy),1,2
Collaborative software,Class (philosophy),1,2
Differential privacy,Population,1,2
Differential privacy,Popularity,1,2
Tax evasion,Revenue,1,2
Plot (graphics),Popularity,1,2
Tax evasion,Analytics,1,2
Tax evasion,Database transaction,1,2
Tax evasion,Taxpayer,1,2
Tax evasion,Profit (economics),1,2
Radar chart,Bar chart,1,2
Popularity,Bar chart,1,2
Popularity,Radar chart,1,2
Population,Bar chart,1,2
Differential privacy,Radar chart,1,2
Population,Radar chart,1,2
Population,Popularity,1,2
Population,Plot (graphics),1,2
Chart,Population,1,2
Scatter plot,Popularity,1,2
Scatter plot,Population,1,2
Differential privacy,Bar chart,1,2
Generative grammar,Class (philosophy),1,2
Debugging,Interpretation (philosophy),1,2
Standard error,Inference,1,2
Embedding,Boundary (topology),1,2
Uniqueness,Probabilistic logic,1,2
Uniqueness,Context (archaeology),1,2
Uniqueness,Directed acyclic graph,1,2
Domain (mathematical analysis),Probabilistic logic,1,2
Domain (mathematical analysis),Directed acyclic graph,1,2
Domain (mathematical analysis),Uniqueness,1,2
Multivariate statistics,Directed acyclic graph,1,2
Multivariate statistics,Uniqueness,1,2
Scalar (mathematics),Multivariate analysis,1,2
Scalar (mathematics),Probabilistic logic,1,2
Scalar (mathematics),Uniqueness,1,2
Boundary (topology),Flattening,1,2
Planar,Context (archaeology),1,2
Skeletonization,Flattening,1,2
Skeletonization,Boundary (topology),1,2
Skeletonization,Context (archaeology),1,2
Skeletonization,Planar,1,2
Uniqueness,Multivariate analysis,1,2
Directed acyclic graph,Probabilistic logic,1,2
Directed acyclic graph,Multivariate analysis,1,2
Molecular dynamics,Delaunay triangulation,1,2
Key (lock),Amino acid,1,2
Key (lock),Curvature,1,2
Domain (mathematical analysis),Amino acid,1,2
Domain (mathematical analysis),Curvature,1,2
Visualization,Morse theory,1,2
Topology (electrical circuits),Topological data analysis,1,2
Topology (electrical circuits),Morse theory,1,2
Topology (electrical circuits),Molecular dynamics,1,2
Context (archaeology),Multivariate analysis,1,2
Ion,Delaunay triangulation,1,2
Ion,Molecular dynamics,1,2
Ion,Topology (electrical circuits),1,2
Diffusion,Delaunay triangulation,1,2
Diffusion,Molecular dynamics,1,2
Diffusion,Ion,1,2
Probabilistic logic,Multivariate analysis,1,2
Embedding,Flattening,1,2
Embedding,Planar,1,2
Focus (optics),Interpretation (philosophy),1,2
Embedding,Skeletonization,1,2
Leverage (statistics),Data set,1,2
Tree traversal,External Data Representation,1,2
Tree traversal,Sparse approximation,1,2
Tree traversal,Data set,1,2
Tree traversal,Leverage (statistics),1,2
Overhead (engineering),External Data Representation,1,2
Overhead (engineering),Sparse approximation,1,2
Overhead (engineering),Data set,1,2
Overhead (engineering),Leverage (statistics),1,2
Overhead (engineering),Tree traversal,1,2
Stroke (engine),Session (web analytics),1,2
Visualization,Stroke (engine),1,2
Process (computing),Session (web analytics),1,2
Process (computing),Stroke (engine),1,2
Normalization (sociology),Outlier,1,2
Star (game theory),Outlier,1,2
Star (game theory),Normalization (sociology),1,2
Leverage (statistics),Data structure,1,2
Leverage (statistics),Sparse approximation,1,2
Leverage (statistics),External Data Representation,1,2
Octree,Wavelet,1,2
Medial axis,Flattening,1,2
Medial axis,Planar,1,2
Medial axis,Embedding,1,2
Object (grammar),Flattening,1,2
Object (grammar),Planar,1,2
Object (grammar),Skeletonization,1,2
Object (grammar),Medial axis,1,2
Multilinear map,Wavelet,1,2
Data set,Sparse approximation,1,2
Multilinear map,Octree,1,2
Tensor product,Wavelet,1,2
Tensor product,Octree,1,2
Tensor product,Multilinear map,1,2
Sparse approximation,External Data Representation,1,2
Set (abstract data type),Sparse approximation,1,2
Data structure,Sparse approximation,1,2
Curvature,Function (biology),1,2
Curvature,Amino acid,1,2
Function (biology),Amino acid,1,2
Feature extraction,Exploit,1,2
Block (permutation group theory),Multidimensional scaling,1,2
Block (permutation group theory),Data point,1,2
Provenance,Variety (cybernetics),1,2
Analytics,Variety (cybernetics),1,2
Analytics,Provenance,1,2
Timeline,Disk formatting,1,2
Process (computing),Disk formatting,1,2
Software deployment,Disk formatting,1,2
Software deployment,Timeline,1,2
Event (particle physics),Disk formatting,1,2
Pattern recognition (psychology),WordNet,1,2
Set (abstract data type),WordNet,1,2
Semantics (computer science),WordNet,1,2
Palette (painting),WordNet,1,2
Cluster analysis,WordNet,1,2
Cluster analysis,Palette (painting),1,2
Visualization,WordNet,1,2
Block (permutation group theory),Context (archaeology),1,2
Block (permutation group theory),Matrix (chemical analysis),1,2
Data point,Matrix (chemical analysis),1,2
Multidimensional scaling,Plot (graphics),1,2
Conversation,Metaphor,1,2
Thread (computing),Analytics,1,2
Thread (computing),Domain (mathematical analysis),1,2
Thread (computing),Metaphor,1,2
Thread (computing),Conversation,1,2
Social media,Graph,1,2
Pattern recognition (psychology),Multivariate analysis,1,2
Time series,Multivariate analysis,1,2
Multidimensional scaling,Context (archaeology),1,2
Time series,Multidimensional scaling,1,2
Principal component analysis,Plot (graphics),1,2
Principal component analysis,Time series,1,2
Multidimensional data,Multivariate analysis,1,2
Multidimensional data,Plot (graphics),1,2
Multidimensional data,Principal component analysis,1,2
Multidimensional scaling,Matrix (chemical analysis),1,2
Color term,WordNet,1,2
Color term,Pattern recognition (psychology),1,2
Color term,Set (abstract data type),1,2
Multi-core processor,Visualization,1,2
Domain-specific language,Functional programming,1,2
Domain-specific language,Parallelism (grammar),1,2
Visualization,Parallelism (grammar),1,2
Multi-core processor,Domain (mathematical analysis),1,2
Multi-core processor,Functional programming,1,2
Multi-core processor,Parallelism (grammar),1,2
Multi-core processor,Domain-specific language,1,2
Notation,Domain (mathematical analysis),1,2
Parallelism (grammar),Domain (mathematical analysis),1,2
Notation,Functional programming,1,2
Notation,Parallelism (grammar),1,2
Notation,Domain-specific language,1,2
Notation,Multi-core processor,1,2
Tracking (education),Exploit,1,2
Feature (linguistics),Exploit,1,2
Field (mathematics),Exploit,1,2
Parallelism (grammar),Functional programming,1,2
Functional programming,Domain (mathematical analysis),1,2
Color term,Semantics (computer science),1,2
Perspective (graphical),Interpretation (philosophy),1,2
Color term,Palette (painting),1,2
Color term,Cluster analysis,1,2
Color term,Visualization,1,2
Categorical variable,WordNet,1,2
Categorical variable,Cluster analysis,1,2
Categorical variable,Color term,1,2
Curiosity,Interpretation (philosophy),1,2
Perspective (graphical),Curiosity,1,2
Variety (cybernetics),Heuristic,1,2
Skepticism,Interpretation (philosophy),1,2
Skepticism,Curiosity,1,2
Skepticism,Perspective (graphical),1,2
Visualization,Skepticism,1,2
Relevance (law),Curiosity,1,2
Relevance (law),Perspective (graphical),1,2
Relevance (law),Skepticism,1,2
Exploratory data analysis,Normalization (sociology),1,2
Exploratory data analysis,Star (game theory),1,2
Nonlinear system,Outlier,1,2
Statistical model,Euclidean space,1,2
Blood flow,Hemodynamics,1,2
Aneurysm,Flow (mathematics),1,2
Aneurysm,Cluster (spacecraft),1,2
Aneurysm,Blood flow,1,2
Vortex,Cluster (spacecraft),1,2
Vortex,Hemodynamics,1,2
Vortex,Blood flow,1,2
Vortex,Aneurysm,1,2
Interactivity,HTML5,1,2
Visualization,HTML5,1,2
Affordance,HTML5,1,2
Affordance,Interactivity,1,2
Affordance,Visualization,1,2
Galilean invariance,Galilean,1,2
Jacobian matrix and determinant,Galilean,1,2
Jacobian matrix and determinant,Galilean invariance,1,2
Invariant (physics),Galilean,1,2
Blood flow,Cluster (spacecraft),1,2
Blood flow,Computational fluid dynamics,1,2
Hemodynamics,Cluster (spacecraft),1,2
Gaussian,Statistical model,1,2
Cluster analysis,Euclidean space,1,2
Cluster analysis,Statistical model,1,2
"Streamlines, streaklines, and pathlines",Euclidean space,1,2
"Streamlines, streaklines, and pathlines",Statistical model,1,2
"Streamlines, streaklines, and pathlines",Cluster analysis,1,2
Gaussian,Euclidean space,1,2
Gaussian,Probabilistic logic,1,2
Gaussian,"Streamlines, streaklines, and pathlines",1,2
Hemodynamics,Flow (mathematics),1,2
Principal component analysis,Euclidean space,1,2
Principal component analysis,Probabilistic logic,1,2
Principal component analysis,Statistical model,1,2
Principal component analysis,"Streamlines, streaklines, and pathlines",1,2
Principal component analysis,Gaussian,1,2
Cluster (spacecraft),Flow (mathematics),1,2
Cluster (spacecraft),Computational fluid dynamics,1,2
Invariant (physics),Galilean invariance,1,2
Invariant (physics),Jacobian matrix and determinant,1,2
Vortex,Galilean,1,2
Tweaking,Workflow,1,2
Frame (networking),Chord (peer-to-peer),1,2
Frame (networking),Sensemaking,1,2
Urban computing,Analytics,1,2
Leverage (statistics),Urban computing,1,2
Chart,Exploratory data analysis,1,2
Chart,Domain (mathematical analysis),1,2
User interface,Workflow,1,2
Tweaking,User interface,1,2
Sensemaking,Chord (peer-to-peer),1,2
Affine transformation,Data set,1,2
Affine transformation,Benchmark (surveying),1,2
Measure (data warehouse),Benchmark (surveying),1,2
Measure (data warehouse),Affine transformation,1,2
Takeoff and landing,Construct (python library),1,2
Set (abstract data type),Takeoff and landing,1,2
Domain (mathematical analysis),Takeoff and landing,1,2
Frame (networking),Plot (graphics),1,2
Sensemaking,Plot (graphics),1,2
Vortex,Galilean invariance,1,2
Context (archaeology),Locality,1,2
Vortex,Jacobian matrix and determinant,1,2
Rotation (mathematics),Galilean,1,2
Rotation (mathematics),Galilean invariance,1,2
Rotation (mathematics),Jacobian matrix and determinant,1,2
Rotation (mathematics),Invariant (physics),1,2
Rotation (mathematics),Vortex,1,2
Geographic information system,Locality,1,2
Context (archaeology),Geographic information system,1,2
Chord (peer-to-peer),Plot (graphics),1,2
Variable (mathematics),Locality,1,2
Variable (mathematics),Geographic information system,1,2
Scale (ratio),Locality,1,2
Scale (ratio),Variable (mathematics),1,2
Multivariate statistics,Locality,1,2
Image warping,Computer graphics,1,2
Visualization,Image warping,1,2
Statistical model,Pattern recognition (psychology),1,2
Pattern recognition (psychology),Euclidean space,1,2
Nonlinear system,Normalization (sociology),1,2
Probabilistic logic,Euclidean space,1,2
Radar,Chart,1,2
Radar,Benchmark (surveying),1,2
Literal and figurative language,Heuristics,1,2
Meaning (existential),Heuristics,1,2
Meaning (existential),Literal and figurative language,1,2
Visualization,Literal and figurative language,1,2
Infographic,Heuristics,1,2
Infographic,Literal and figurative language,1,2
Infographic,Meaning (existential),1,2
Leverage (statistics),Heuristics,1,2
Leverage (statistics),Literal and figurative language,1,2
Leverage (statistics),Meaning (existential),1,2
Filter (signal processing),Volume (thermodynamics),1,2
Field (mathematics),Scaling,1,2
Pattern matching,Scaling,1,2
Pattern matching,Field (mathematics),1,2
Invariant (physics),Scaling,1,2
Radar,Radar chart,1,2
Benchmark (surveying),Chart,1,2
Benchmark (surveying),Context (archaeology),1,2
Parametric statistics,Selection (genetic algorithm),1,2
Nonlinear system,Star (game theory),1,2
Nonlinear system,Exploratory data analysis,1,2
Multivariate statistics,Normalization (sociology),1,2
Multivariate statistics,Star (game theory),1,2
Multivariate statistics,Nonlinear system,1,2
Selection (genetic algorithm),Spurious relationship,1,2
Parametric statistics,Spurious relationship,1,2
Permutation (music),Spurious relationship,1,2
Benchmark (surveying),Radar chart,1,2
Permutation (music),Selection (genetic algorithm),1,2
Permutation (music),Parametric statistics,1,2
Permutation (music),Visualization,1,2
Range (aeronautics),Spurious relationship,1,2
Range (aeronautics),Parametric statistics,1,2
Range (aeronautics),Permutation (music),1,2
Context (archaeology),Radar chart,1,2
Invariant (physics),Field (mathematics),1,2
Invariant (physics),Pattern matching,1,2
Matching (statistics),Scaling,1,2
Page layout,Grid,1,2
Engineering design process,Usability,1,2
Engineering design process,Sketch,1,2
Engineering design process,Plan (archaeology),1,2
Grid,Heuristic,1,2
Grid,Quality (philosophy),1,2
Page layout,Heuristic,1,2
Page layout,Quality (philosophy),1,2
Scalability,Page layout,1,2
Engineering design process,Realization (probability),1,2
Integer programming,Heuristic,1,2
Integer programming,Quality (philosophy),1,2
Integer programming,Grid,1,2
Integer programming,Page layout,1,2
Pipeline (software),Heuristic,1,2
Pipeline (software),Page layout,1,2
Pipeline (software),Integer programming,1,2
Engineering design process,Design methods,1,2
Plan (archaeology),Sketch,1,2
Matching (statistics),Invariant (physics),1,2
Design methods,Realization (probability),1,2
Scalar (mathematics),Scaling,1,2
Scalar (mathematics),Pattern matching,1,2
Flow (mathematics),Quality (philosophy),1,2
Pipeline (software),Flow (mathematics),1,2
Cellular automaton,Quality (philosophy),1,2
Cellular automaton,Flow (mathematics),1,2
Cellular automaton,Pipeline (software),1,2
Design methods,Process (computing),1,2
Plan (archaeology),Design methods,1,2
Usability,Realization (probability),1,2
Usability,Design methods,1,2
Sketch,Realization (probability),1,2
Sketch,Design methods,1,2
Sketch,Usability,1,2
Plan (archaeology),Realization (probability),1,2
Plan (archaeology),Process (computing),1,2
Conversation,Domain (mathematical analysis),1,2
Metaphor,Domain (mathematical analysis),1,2
Metaphor,Analytics,1,2
Occlusion,Animation,1,2
Empirical research,Scalability,1,2
Empirical research,Ontology,1,2
Surface (topology),Variable (mathematics),1,2
Volume (thermodynamics),Variable (mathematics),1,2
SPHERES,Variable (mathematics),1,2
SPHERES,Surface (topology),1,2
SPHERES,Visualization,1,2
Spurious relationship,Analytics,1,2
Exploratory data analysis,Spurious relationship,1,2
Visual reasoning,Spurious relationship,1,2
Causation,Analytics,1,2
Causation,Spurious relationship,1,2
Causation,Exploratory data analysis,1,2
Causation,Visual reasoning,1,2
Causality (physics),Analytics,1,2
Causality (physics),Exploratory data analysis,1,2
Causal model,Causation,1,2
Empirical research,Plug-in,1,2
Ontology,Scalability,1,2
Ontology,Plug-in,1,2
Computation,Probability distribution,1,2
Nonparametric statistics,Probability density function,1,2
Nonparametric statistics,Probabilistic logic,1,2
Probability distribution,Nonparametric statistics,1,2
Parametric statistics,Probability density function,1,2
Parametric statistics,Probabilistic logic,1,2
Parametric statistics,Probability distribution,1,2
Computation,Nonparametric statistics,1,2
Computation,Parametric statistics,1,2
Scalability,Plug-in,1,2
Monte Carlo method,Probability density function,1,2
Monte Carlo method,Probabilistic logic,1,2
Monte Carlo method,Nonparametric statistics,1,2
Monte Carlo method,Probability distribution,1,2
Monte Carlo method,Parametric statistics,1,2
Monte Carlo method,Computation,1,2
Process (computing),Plug-in,1,2
Categorical variable,Spurious relationship,1,2
Categorical variable,Exploratory data analysis,1,2
Categorical variable,Visual reasoning,1,2
Range (aeronautics),Timeline,1,2
Eye tracking,Exploratory data analysis,1,2
Temporal database,Timeline,1,2
Metric (unit),Timeline,1,2
Metric (unit),Temporal database,1,2
Metaphor,Timeline,1,2
Metaphor,Temporal database,1,2
Metaphor,Metric (unit),1,2
Range (aeronautics),Temporal database,1,2
Selection (genetic algorithm),Outlier,1,2
Range (aeronautics),Metaphor,1,2
Reflection (computer programming),Subjectivity,1,2
Lifelog,Subjectivity,1,2
Lifelog,Reflection (computer programming),1,2
Visualization,Subjectivity,1,2
Visualization,Lifelog,1,2
Enhanced Data Rates for GSM Evolution,Analytics,1,2
Selection (genetic algorithm),Coordinate system,1,2
Pattern recognition (psychology),Coordinate system,1,2
Categorical variable,Causation,1,2
Casual,Causal model,1,2
Categorical variable,Causality (physics),1,2
Categorical variable,Causal model,1,2
Casual,Spurious relationship,1,2
Casual,Exploratory data analysis,1,2
Casual,Visual reasoning,1,2
Casual,Causation,1,2
Casual,Causality (physics),1,2
Casual,Categorical variable,1,2
Orientation (vector space),Coordinate system,1,2
Inference,Gene,1,2
Scalability,Gene,1,2
Scalability,Inference,1,2
Coding (social sciences),Gene,1,2
Coding (social sciences),Inference,1,2
Coding (social sciences),Scalability,1,2
Coordinate system,Outlier,1,2
Occlusion,Blood flow,1,2
Blood flow,Animation,1,2
Class (philosophy),Enhanced Data Rates for GSM Evolution,1,2
Blood flow,Rendering (computer graphics),1,2
Cluster analysis,Dynamics (music),1,2
Cluster analysis,Variation (astronomy),1,2
Task (project management),Dynamics (music),1,2
Task (project management),Variation (astronomy),1,2
Visualization,Ensemble learning,1,2
Process (computing),Ensemble forecasting,1,2
Process (computing),Ensemble learning,1,2
Normalization (sociology),Analytics,1,2
Dimensionality reduction,Normalization (sociology),1,2
Network topology,Analytics,1,2
Network topology,Normalization (sociology),1,2
Network topology,Dimensionality reduction,1,2
Vectorization (mathematics),Analytics,1,2
Vectorization (mathematics),Normalization (sociology),1,2
Vectorization (mathematics),Dimensionality reduction,1,2
Vectorization (mathematics),Network topology,1,2
Snapshot (computer storage),Normalization (sociology),1,2
Data modeling,Variation (astronomy),1,2
Data modeling,Dynamics (music),1,2
Variation (astronomy),Dynamics (music),1,2
Regression analysis,Visualization,1,2
Regression,Feature (linguistics),1,2
Regression,Data set,1,2
Visualization,Regression,1,2
Regression analysis,Pattern recognition (psychology),1,2
Regression analysis,Feature (linguistics),1,2
Regression analysis,Data set,1,2
Regression analysis,Regression,1,2
Network analysis,Merge (version control),1,2
Visualization,"Id, ego and super-ego",1,2
Network analysis,Graph,1,2
Graph theory,Merge (version control),1,2
Graph theory,Network analysis,1,2
"Id, ego and super-ego",Merge (version control),1,2
"Id, ego and super-ego",Graph,1,2
"Id, ego and super-ego",Network analysis,1,2
"Id, ego and super-ego",Graph theory,1,2
Snapshot (computer storage),Dimensionality reduction,1,2
Snapshot (computer storage),Network topology,1,2
Snapshot (computer storage),Vectorization (mathematics),1,2
Anisotropy,Tangent,1,2
GRASP,Analytics,1,2
Subject (documents),Construct (python library),1,2
Subject (documents),Analytics,1,2
Subject (documents),GRASP,1,2
Task (project management),GRASP,1,2
Task (project management),Subject (documents),1,2
Isotropy,Tangent,1,2
Anisotropy,Isotropy,1,2
Viewpoints,Rhetoric,1,2
Rendering (computer graphics),Tangent,1,2
Rendering (computer graphics),Isotropy,1,2
Shading,Tangent,1,2
Shading,Isotropy,1,2
Shading,Anisotropy,1,2
Perception,Curvature,1,2
Perception,Terrain,1,2
GRASP,Construct (python library),1,2
Viewpoints,Framing (construction),1,2
Visualization,Vectorization (mathematics),1,2
Euler's formula,Simple (philosophy),1,2
Curse of dimensionality,Normalization (sociology),1,2
Curse of dimensionality,Network topology,1,2
Curse of dimensionality,Vectorization (mathematics),1,2
Curse of dimensionality,Snapshot (computer storage),1,2
Time series,External Data Representation,1,2
Simple (philosophy),Boundary (topology),1,2
Euler's formula,Boundary (topology),1,2
Euler's formula,Set (abstract data type),1,2
Viewpoints,Social media,1,2
Diagram,Boundary (topology),1,2
Diagram,Simple (philosophy),1,2
Diagram,Euler's formula,1,2
Framing (construction),Social media,1,2
Framing (construction),Analytics,1,2
Rhetoric,Social media,1,2
Rhetoric,Analytics,1,2
Context (archaeology),Enhanced Data Rates for GSM Evolution,1,2
Bundle,Analytics,1,2
Visualization,Knowledge representation and reasoning,1,2
Generalization,Correlation,1,2
Musicology,Profiling (computer programming),1,2
Visualization,Musicology,1,2
Encyclopedia,Analytics,1,2
Encyclopedia,Profiling (computer programming),1,2
Encyclopedia,Musicology,1,2
Learning analytics,Profiling (computer programming),1,2
Learning analytics,Musicology,1,2
Learning analytics,Encyclopedia,1,2
Social media,Heuristic,1,2
Semantics (computer science),Heuristic,1,2
Filter (signal processing),Heuristic,1,2
Filter (signal processing),Semantics (computer science),1,2
Movement (music),Heuristic,1,2
Movement (music),Social media,1,2
Movement (music),Semantics (computer science),1,2
Movement (music),Filter (signal processing),1,2
Trajectory,Heuristic,1,2
Musicology,Analytics,1,2
Profiling (computer programming),Analytics,1,2
Citation,Metadata,1,2
Ranking (information retrieval),Generalization,1,2
Credibility,Correlation,1,2
Credibility,Generalization,1,2
Visualization,Credibility,1,2
Bayesian probability,Variance (accounting),1,2
Bayesian probability,Generalization,1,2
Bayesian probability,Credibility,1,2
Ranking (information retrieval),Variance (accounting),1,2
Ranking (information retrieval),Credibility,1,2
Citation,Focus (optics),1,2
Ranking (information retrieval),Bayesian probability,1,2
Bivariate analysis,Variance (accounting),1,2
Bivariate analysis,Generalization,1,2
Bivariate analysis,Credibility,1,2
Bivariate analysis,Ranking (information retrieval),1,2
Temporal database,Domain (mathematical analysis),1,2
Metadata,Focus (optics),1,2
Trajectory,Social media,1,2
Trajectory,Filter (signal processing),1,2
Topic model,Variety (cybernetics),1,2
Service (business),TRIPS architecture,1,2
TRIPS architecture,Schedule,1,2
Statistical model,Schedule,1,2
Statistical model,TRIPS architecture,1,2
Plan (archaeology),Schedule,1,2
Plan (archaeology),TRIPS architecture,1,2
Plan (archaeology),Statistical model,1,2
Service (business),Schedule,1,2
Service (business),Statistical model,1,2
Task (project management),Autoregressive model,1,2
Service (business),Plan (archaeology),1,2
Terminology,Situation awareness,1,2
Perception,Terminology,1,2
Knowledge representation and reasoning,Analytics,1,2
Knowledge representation and reasoning,Situation awareness,1,2
Knowledge representation and reasoning,Terminology,1,2
Knowledge representation and reasoning,Perception,1,2
Process (computing),Workflow,1,2
Time series,Autoregressive model,1,2
Thematic map,Variety (cybernetics),1,2
Dimension (graph theory),Interactivity,1,2
Thematic map,Topic model,1,2
Task (project management),Topic model,1,2
Task (project management),Thematic map,1,2
Cartesian coordinate system,Interpretability,1,2
Cartesian coordinate system,Interactivity,1,2
Cartesian coordinate system,Usability,1,2
Point (geometry),Cartesian coordinate system,1,2
Dimension (graph theory),Cartesian coordinate system,1,2
Time series,Selection (genetic algorithm),1,2
Multidimensional data,Interpretability,1,2
Multidimensional data,Interactivity,1,2
