Year,DOI,Title,Number of Authors,Author Position,Author Name,Author ID,Author Affiliation,One Affiliation
2018,10.1109/VAST.2018.8802415,Segue: Overviewing Evolution Patterns of Egocentric Networks by Interactive Construction of Spatial Layouts,3.0,2.0,Yanhong Wu,https://ieeexplore.ieee.org/author/37085523487,Visa Research,True
2018,10.1109/VAST.2018.8802415,Segue: Overviewing Evolution Patterns of Egocentric Networks by Interactive Construction of Spatial Layouts,3.0,3.0,Rahul C. Basole,https://ieeexplore.ieee.org/author/37829310200,Georgia Institute of Technology,True
2018,10.1109/VAST.2018.8802449,The Effect of Proximity in Social Data Charts on Perceived Unity,2.0,1.0,Marlen Promann,https://ieeexplore.ieee.org/author/37086942182,Purdue University,True
2018,10.1109/VAST.2018.8802449,The Effect of Proximity in Social Data Charts on Perceived Unity,2.0,2.0,Sabine Brunswicker,https://ieeexplore.ieee.org/author/37598999800,Purdue University,True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,1.0,Michael Blumenschein,https://ieeexplore.ieee.org/author/37086249850,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,2.0,Michael Behrisch,https://ieeexplore.ieee.org/author/38551542600,"Harvard University, USA",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,3.0,Stefanie Schmid,https://ieeexplore.ieee.org/author/37086943825,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,4.0,Simon Butscher,https://ieeexplore.ieee.org/author/37683008700,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,5.0,Deborah R. Wahl,https://ieeexplore.ieee.org/author/37086941601,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,6.0,Karoline Villinger,https://ieeexplore.ieee.org/author/37086943082,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,7.0,Britta Renner,https://ieeexplore.ieee.org/author/37086940776,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,8.0,Harald Reiterer,https://ieeexplore.ieee.org/author/37326200300,"University of Konstanz, Germany",True
2018,10.1109/VAST.2018.8802486,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,9.0,9.0,Daniel A. Keim,https://ieeexplore.ieee.org/author/37283138700,"University of Konstanz, Germany",True
2019,10.1109/TVCG.2019.2934397,A Comparative Evaluation of Animation and Small Multiples for Trend Visualization on Mobile Phones,4.0,1.0,Matthew Brehmer,https://ieeexplore.ieee.org/author/37719161300,Microsoft Research,True
2019,10.1109/TVCG.2019.2934397,A Comparative Evaluation of Animation and Small Multiples for Trend Visualization on Mobile Phones,4.0,2.0,Bongshin Lee,https://ieeexplore.ieee.org/author/37293389400,Microsoft Research,True
2019,10.1109/TVCG.2019.2934397,A Comparative Evaluation of Animation and Small Multiples for Trend Visualization on Mobile Phones,4.0,3.0,Petra Isenberg,https://ieeexplore.ieee.org/author/37591317800,Inria,True
2019,10.1109/TVCG.2019.2934397,A Comparative Evaluation of Animation and Small Multiples for Trend Visualization on Mobile Phones,4.0,4.0,Eun Kyoung Choe,https://ieeexplore.ieee.org/author/37085751692,"University of Maryland, College Park",True
2019,10.1109/TVCG.2019.2934784,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,6.0,1.0,Manuela Waldner,https://ieeexplore.ieee.org/author/37844773200,TU Wien,True
2019,10.1109/TVCG.2019.2934784,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,6.0,2.0,Alexandra Diehl,https://ieeexplore.ieee.org/author/37085736053,University of Zurich,True
2019,10.1109/TVCG.2019.2934784,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,6.0,3.0,Denis Gračanin,https://ieeexplore.ieee.org/author/37323697500,Virginia Tech,True
2019,10.1109/TVCG.2019.2934784,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,6.0,4.0,Rainer Splechtna,https://ieeexplore.ieee.org/author/37085338700,VRVis Research Center,True
2019,10.1109/TVCG.2019.2934784,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,6.0,5.0,Claudio Delrieux,https://ieeexplore.ieee.org/author/37620900200,Universidad Nacional del SUR and CONICET,True
2019,10.1109/TVCG.2019.2934784,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,6.0,6.0,Krešimir Matković,https://ieeexplore.ieee.org/author/37947312900,VRVis Research Center,True
2019,10.1109/TVCG.2019.2934807,A Comparison of Visualizations for Identifying Correlation over Space and Time,3.0,1.0,Vanessa Peña-Araya,https://ieeexplore.ieee.org/author/37086048089,"Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay",True
2019,10.1109/TVCG.2019.2934807,A Comparison of Visualizations for Identifying Correlation over Space and Time,3.0,2.0,Emmanuel Pietriga,https://ieeexplore.ieee.org/author/37563810700,"Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay",True
2019,10.1109/TVCG.2019.2934807,A Comparison of Visualizations for Identifying Correlation over Space and Time,3.0,3.0,Anastasia Bezerianos,https://ieeexplore.ieee.org/author/37267832500,"Univ. Paris-Sud, CNRS, INRIA, Université Paris-Saclay",True
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,1.0,Xin Chen,https://ieeexplore.ieee.org/author/37086543204,Shandong University,True
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,2.0,Tong Ge,https://ieeexplore.ieee.org/author/37086547501,Shandong University,True
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,3.0,Jian Zhang,https://ieeexplore.ieee.org/author/38026660700,"CNIC, CAS",True
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,4.0,Baoquan Chen,https://ieeexplore.ieee.org/author/37600013700,Peking University,True
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,5.0,Chi-Wing Fu,https://ieeexplore.ieee.org/author/37336329800,"Chinese University of Hong Kong, Guangdong Prov. Key Lab. of CV and VR Tech., SIAT",True
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,6.0,Oliver Deussen,https://ieeexplore.ieee.org/author/37266781000,"Konstanz University, Germany",False
2019,10.1109/TVCG.2019.2934541,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,7.0,7.0,Yunhai Wang,https://ieeexplore.ieee.org/author/37085804605,Shandong University,True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,1.0,Guozheng Li,https://ieeexplore.ieee.org/author/37086047700,"Key Laboratory of Machine Perception (Ministry of Education), National Engineering Laboratory for Big Data Analysis and Application, Peking University",True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,2.0,Yu Zhang,https://ieeexplore.ieee.org/author/37086054587,"University of Oxford, Peking University",True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,3.0,Yu Dong,https://ieeexplore.ieee.org/author/37087101658,"University of Technology, Sydney, Australia",True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,4.0,Jie Liang,https://ieeexplore.ieee.org/author/37085343774,"University of Technology, Sydney, Australia",True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,5.0,Jinson Zhang,https://ieeexplore.ieee.org/author/37900960900,"University of Technology, Sydney, Australia",True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,6.0,Jinsong Wang,https://ieeexplore.ieee.org/author/37087102352,Southwest Electric and Telecom Engineering Institute,True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,7.0,Michael J. Mcguffin,https://ieeexplore.ieee.org/author/38526446600,"Ecole de technologie superieure, Canada",True
2019,10.1109/TVCG.2019.2934535,BarcodeTree: Scalable Comparison of Multiple Hierarchies,8.0,8.0,Xiaoru Yuan,https://ieeexplore.ieee.org/author/37403856700,"Key Laboratory of Machine Perception (Ministry of Education), National Engineering Laboratory for Big Data Analysis and Application, Peking University",True
2019,10.1109/TVCG.2019.2934400,"Biased Average Position Estimates in Line and Bar Graphs: Underestimation, Overestimation, and Perceptual Pull",4.0,1.0,Cindy Xiong,https://ieeexplore.ieee.org/author/37087102197,Northwestern University,True
2019,10.1109/TVCG.2019.2934400,"Biased Average Position Estimates in Line and Bar Graphs: Underestimation, Overestimation, and Perceptual Pull",4.0,2.0,Cristina R. Ceja,https://ieeexplore.ieee.org/author/37087099982,Northwestern University,True
2019,10.1109/TVCG.2019.2934400,"Biased Average Position Estimates in Line and Bar Graphs: Underestimation, Overestimation, and Perceptual Pull",4.0,3.0,Casimir J.H. Ludwig,https://ieeexplore.ieee.org/author/37087101685,University of Bristol,True
2019,10.1109/TVCG.2019.2934400,"Biased Average Position Estimates in Line and Bar Graphs: Underestimation, Overestimation, and Perceptual Pull",4.0,4.0,Steven Franconeri,https://ieeexplore.ieee.org/author/37077249100,Northwestern University,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,1.0,Aditeya Pandey,https://ieeexplore.ieee.org/author/37085662710,Northeastern University,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,2.0,Harsh Shukla,https://ieeexplore.ieee.org/author/37087099479,Northeastern University,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,3.0,Geoffrey S. Young,https://ieeexplore.ieee.org/author/37087100494,Brigham and Women's Hospital,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,4.0,Lei Qin,https://ieeexplore.ieee.org/author/38230955400,Dana-Farber Cancer Institute,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,5.0,Amir A. Zamani,https://ieeexplore.ieee.org/author/37087099460,Brigham and Women's Hospital,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,6.0,Liangge Hsu,https://ieeexplore.ieee.org/author/37087100634,Brigham and Women's Hospital,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,7.0,Raymond Huang,https://ieeexplore.ieee.org/author/37087100908,Brigham and Women's Hospital,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,8.0,Cody Dunne,https://ieeexplore.ieee.org/author/38350716800,Northeastern University,True
2019,10.1109/TVCG.2019.2934402,CerebroVis: Designing an Abstract yet Spatially Contextualized Cerebral Artery Network Visualization,9.0,9.0,Michelle A. Borkin,https://ieeexplore.ieee.org/author/38017334100,Northeastern University,True
2019,10.1109/TVCG.2019.2934284,Color Crafting: Automating the Construction of Designer Quality Color Ramps,3.0,1.0,Stephen Smart,https://ieeexplore.ieee.org/author/37086260072,University of Colorado Boulder,True
2019,10.1109/TVCG.2019.2934284,Color Crafting: Automating the Construction of Designer Quality Color Ramps,3.0,2.0,Keke Wu,https://ieeexplore.ieee.org/author/37087101096,University of Colorado Boulder,True
2019,10.1109/TVCG.2019.2934284,Color Crafting: Automating the Construction of Designer Quality Color Ramps,3.0,3.0,Danielle Albers Szafir,https://ieeexplore.ieee.org/author/37085770068,University of Colorado Boulder,True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,1.0,Amira Chalbi,https://ieeexplore.ieee.org/author/37087101795,"Inria, France",True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,2.0,Jacob Ritchie,https://ieeexplore.ieee.org/author/37087100276,"University of Toronto in Toronto, Canada",True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,3.0,Deokgun Park,https://ieeexplore.ieee.org/author/37085506226,"University of Texas, Arlington, USA",True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,4.0,Jungu Choi,https://ieeexplore.ieee.org/author/37085504378,"Purdue University, West Lafayette, USA",True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,5.0,Nicolas Roussel,https://ieeexplore.ieee.org/author/37085505617,"Inria, France",True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,6.0,Niklas Elmqvist,https://ieeexplore.ieee.org/author/37295438200,"University of Maryland, College Park, USA",True
2019,10.1109/TVCG.2019.2934288,Common Fate for Animated Transitions in Visualization,7.0,7.0,Fanny Chevalier,https://ieeexplore.ieee.org/author/37395495900,"University of Toronto in Toronto, Canada",True
2019,10.1109/TVCG.2019.2934804,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,6.0,1.0,Fearn Bishop,https://ieeexplore.ieee.org/author/37087099943,"University of St Andrews, St Andrews, UK",True
2019,10.1109/TVCG.2019.2934804,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,6.0,2.0,Johannes Zagermann,https://ieeexplore.ieee.org/author/37086926159,"University of Konstanz, Konstanz, Germany",True
2019,10.1109/TVCG.2019.2934804,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,6.0,3.0,Ulrike Pfeil,https://ieeexplore.ieee.org/author/37086931636,"University of Konstanz, Konstanz, Germany",True
2019,10.1109/TVCG.2019.2934804,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,6.0,4.0,Gemma Sanderson,https://ieeexplore.ieee.org/author/37087102419,"Fife Council, UK",True
2019,10.1109/TVCG.2019.2934804,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,6.0,5.0,Harald Reiterer,https://ieeexplore.ieee.org/author/37326200300,"University of Konstanz, Konstanz, Germany",True
2019,10.1109/TVCG.2019.2934804,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,6.0,6.0,Uta Hinrichs,https://ieeexplore.ieee.org/author/37869968000,"University of St Andrews, St Andrews, UK",True
2019,10.1109/TVCG.2019.2934539,Criteria for Rigor in Visualization Design Study,2.0,1.0,Miriah Meyer,https://ieeexplore.ieee.org/author/37564728700,University of Utah,True
2019,10.1109/TVCG.2019.2934539,Criteria for Rigor in Visualization Design Study,2.0,2.0,Jason Dykes,https://ieeexplore.ieee.org/author/37605079900,"City, University of London",True
2019,10.1109/TVCG.2019.2934788,Data by Proxy — Material Traces as Autographic Visualizations,1.0,1.0,Dietmar Offenhuber,https://ieeexplore.ieee.org/author/37086633060,Northeastern University,True
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,1.0,Jagoda Walny,https://ieeexplore.ieee.org/author/38016653500,"University of Calgary, Calgary, Canada",True
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,2.0,Christian Frisson,https://ieeexplore.ieee.org/author/37569601600,"University of Calgary, Calgary, Canada",False
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,3.0,Mieka West,https://ieeexplore.ieee.org/author/37087100057,"University of Calgary, Calgary, Canada",True
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,4.0,Doris Kosminsky,https://ieeexplore.ieee.org/author/37087100097,"University of Calgary, Calgary, Canada",False
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,5.0,Søren Knudsen,https://ieeexplore.ieee.org/author/37077629700,"University of Calgary, Calgary, Canada",False
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,6.0,Sheelagh Carpendale,https://ieeexplore.ieee.org/author/37285000100,"University of Calgary, Calgary, Canada",False
2019,10.1109/TVCG.2019.2934538,Data Changes Everything: Challenges and Opportunities in Data Visualization Design Handoff,7.0,7.0,Wesley Willett,https://ieeexplore.ieee.org/author/37945380800,"University of Calgary, Calgary, Canada",True
2019,10.1109/TVCG.2019.2934799,Data Sampling in Multi-view and Multi-class Scatterplots via Set Cover Optimization,5.0,1.0,Ruizhen Hu,https://ieeexplore.ieee.org/author/37087102312,"Shenzhen University, Visual Computing Research Center, China",True
2019,10.1109/TVCG.2019.2934799,Data Sampling in Multi-view and Multi-class Scatterplots via Set Cover Optimization,5.0,2.0,Tingkai Sha,https://ieeexplore.ieee.org/author/37087102561,"Shenzhen University, Visual Computing Research Center, China",True
2019,10.1109/TVCG.2019.2934799,Data Sampling in Multi-view and Multi-class Scatterplots via Set Cover Optimization,5.0,3.0,Oliver Van Kaick,https://ieeexplore.ieee.org/author/37087101740,"Carleton University, School of Computer Science, Canada",True
2019,10.1109/TVCG.2019.2934799,Data Sampling in Multi-view and Multi-class Scatterplots via Set Cover Optimization,5.0,4.0,Oliver Deussen,https://ieeexplore.ieee.org/author/37266781000,"Konstanz University, Germany and Shenzhen VisuCA Key Lab, SIAT, China",True
2019,10.1109/TVCG.2019.2934799,Data Sampling in Multi-view and Multi-class Scatterplots via Set Cover Optimization,5.0,5.0,Hui Huang,https://ieeexplore.ieee.org/author/37086110259,"Shenzhen University, Visual Computing Research Center, China",True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,1.0,Yun Wang,https://ieeexplore.ieee.org/author/37086545328,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,2.0,Zhida Sun,https://ieeexplore.ieee.org/author/37087102774,Hong Kong University of Science and Technology,True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,3.0,Haidong Zhang,https://ieeexplore.ieee.org/author/37073639100,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,4.0,Weiwei Cui,https://ieeexplore.ieee.org/author/37391623900,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,5.0,Ke Xu,https://ieeexplore.ieee.org/author/37086887730,Hong Kong University of Science and Technology,True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,6.0,Xiaojuan Ma,https://ieeexplore.ieee.org/author/37085504538,Hong Kong University of Science and Technology,True
2019,10.1109/TVCG.2019.2934398,DataShot: Automatic Generation of Fact Sheets from Tabular Data,7.0,7.0,Dongmei Zhang,https://ieeexplore.ieee.org/author/37963085000,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934401,Decoding a Complex Visualization in a Science Museum – An Empirical Study,3.0,1.0,Joyce Ma,https://ieeexplore.ieee.org/author/38489269900,"Exploratorium, San Francisco",True
2019,10.1109/TVCG.2019.2934401,Decoding a Complex Visualization in a Science Museum – An Empirical Study,3.0,2.0,Kwan-Liu Ma,https://ieeexplore.ieee.org/author/37275869400,"University of California, Davis",True
2019,10.1109/TVCG.2019.2934401,Decoding a Complex Visualization in a Science Museum – An Empirical Study,3.0,3.0,Jennifer Frazier,https://ieeexplore.ieee.org/author/38233965200,"Exploratorium, San Francisco",True
2019,10.1109/TVCG.2019.2934798,DeepDrawing: A Deep Learning Approach to Graph Drawing,6.0,1.0,Yong Wang,https://ieeexplore.ieee.org/author/37085635207,Hong Kong University of Science and Technology (HKUST),True
2019,10.1109/TVCG.2019.2934798,DeepDrawing: A Deep Learning Approach to Graph Drawing,6.0,2.0,Zhihua Jin,https://ieeexplore.ieee.org/author/37087102162,Hong Kong University of Science and Technology (HKUST),False
2019,10.1109/TVCG.2019.2934798,DeepDrawing: A Deep Learning Approach to Graph Drawing,6.0,3.0,Qianwen Wang,https://ieeexplore.ieee.org/author/37086543277,Hong Kong University of Science and Technology (HKUST),True
2019,10.1109/TVCG.2019.2934798,DeepDrawing: A Deep Learning Approach to Graph Drawing,6.0,4.0,Weiwei Cui,https://ieeexplore.ieee.org/author/37391623900,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934798,DeepDrawing: A Deep Learning Approach to Graph Drawing,6.0,5.0,Tengfei Ma,https://ieeexplore.ieee.org/author/37086949783,IBM T. J. Watson Research Center,True
2019,10.1109/TVCG.2019.2934798,DeepDrawing: A Deep Learning Approach to Graph Drawing,6.0,6.0,Huamin Qu,https://ieeexplore.ieee.org/author/37272637300,Hong Kong University of Science and Technology (HKUST),True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,1.0,Kyle Wm. Hall,https://ieeexplore.ieee.org/author/37085607701,"Temple University, Philadelphia, USA",True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,2.0,Adam J. Bradley,https://ieeexplore.ieee.org/author/37086594683,"Ontario Tech University, Oshawa, Canada",True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,3.0,Uta Hinrichs,https://ieeexplore.ieee.org/author/37869968000,"University of St Andrews, Fife, United Kingdom",True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,4.0,Samuel Huron,https://ieeexplore.ieee.org/author/37077910700,"Télécom Paristech, Université Paris-Saclay, Paris, France",True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,5.0,Jo Wood,https://ieeexplore.ieee.org/author/37399045100,"University of London, London, United Kingdom",True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,6.0,Christopher Collins,https://ieeexplore.ieee.org/author/37669874100,"Ontario Tech University, Oshawa, Canada",True
2019,10.1109/TVCG.2019.2934790,Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations,7.0,7.0,Sheelagh Carpendale,https://ieeexplore.ieee.org/author/37285000100,"University of Calgary, Calgary, Canada",False
2019,10.1109/TVCG.2019.2934282,Designing for Mobile and Immersive Visual Analytics in the Field,3.0,1.0,Matt Whitlock,https://ieeexplore.ieee.org/author/37086432016,University of Colorado,True
2019,10.1109/TVCG.2019.2934282,Designing for Mobile and Immersive Visual Analytics in the Field,3.0,2.0,Keke Wu,https://ieeexplore.ieee.org/author/37087101096,University of Colorado,True
2019,10.1109/TVCG.2019.2934282,Designing for Mobile and Immersive Visual Analytics in the Field,3.0,3.0,Danielle Albers Szafir,https://ieeexplore.ieee.org/author/37085770068,University of Colorado,True
2019,10.1109/TVCG.2019.2934432,Discriminability Tests for Visualization Effectiveness and Scalability,2.0,1.0,Rafael Veras,https://ieeexplore.ieee.org/author/37893068700,Ontario Tech University,True
2019,10.1109/TVCG.2019.2934432,Discriminability Tests for Visualization Effectiveness and Scalability,2.0,2.0,Christopher Collins,https://ieeexplore.ieee.org/author/37669874100,Ontario Tech University,True
2019,10.1109/TVCG.2019.2934536,Estimating Color-Concept Associations from Image Statistics,4.0,1.0,Ragini Rathore,https://ieeexplore.ieee.org/author/37087100122,"Computer Sciences and Wisconsin Institute for Discovery (WID), University of Wisconsin–Madison",True
2019,10.1109/TVCG.2019.2934536,Estimating Color-Concept Associations from Image Statistics,4.0,2.0,Zachary Leggon,https://ieeexplore.ieee.org/author/37087100891,"Biology and WID, University of Wisconisn–Madison",True
2019,10.1109/TVCG.2019.2934536,Estimating Color-Concept Associations from Image Statistics,4.0,3.0,Laurent Lessard,https://ieeexplore.ieee.org/author/37409769000,"Electrical and Computer Engineering and WID, University of Wisconsin–Madison",True
2019,10.1109/TVCG.2019.2934536,Estimating Color-Concept Associations from Image Statistics,4.0,4.0,Karen B. Schloss,https://ieeexplore.ieee.org/author/37085509824,"Psychology and WID, University of Wisconsin–Madison",True
2019,10.1109/TVCG.2019.2934415,Evaluating an Immersive Space-Time Cube Geovisualization for Intuitive Trajectory Data Exploration,3.0,1.0,Jorge A. Wagner Filho,https://ieeexplore.ieee.org/author/37086822923,Federal University of Rio Grande do Sul,False
2019,10.1109/TVCG.2019.2934415,Evaluating an Immersive Space-Time Cube Geovisualization for Intuitive Trajectory Data Exploration,3.0,2.0,Wolfgang Stuerzlinger,https://ieeexplore.ieee.org/author/37294997100,Simon Fraser University,True
2019,10.1109/TVCG.2019.2934415,Evaluating an Immersive Space-Time Cube Geovisualization for Intuitive Trajectory Data Exploration,3.0,3.0,Luciana Nedel,https://ieeexplore.ieee.org/author/37329407400,Federal University of Rio Grande do Sul,True
2019,10.1109/TVCG.2019.2934806,GenerativeMap: Visualization and Exploration of Dynamic Density Maps via Generative Learning Model,5.0,1.0,Chen Chen,https://ieeexplore.ieee.org/author/37087100107,"School of Computer Science and Technology, East China Normal University",True
2019,10.1109/TVCG.2019.2934806,GenerativeMap: Visualization and Exploration of Dynamic Density Maps via Generative Learning Model,5.0,2.0,Changbo Wang,https://ieeexplore.ieee.org/author/38008320400,"School of Computer Science and Technology, East China Normal University",True
2019,10.1109/TVCG.2019.2934806,GenerativeMap: Visualization and Exploration of Dynamic Density Maps via Generative Learning Model,5.0,3.0,Xue Bai,https://ieeexplore.ieee.org/author/37086942310,"School of Computer Science and Technology, East China Normal University",True
2019,10.1109/TVCG.2019.2934806,GenerativeMap: Visualization and Exploration of Dynamic Density Maps via Generative Learning Model,5.0,4.0,Peiying Zhang,https://ieeexplore.ieee.org/author/37089259258,"School of Computer Science and Technology, East China Normal University",True
2019,10.1109/TVCG.2019.2934806,GenerativeMap: Visualization and Exploration of Dynamic Density Maps via Generative Learning Model,5.0,5.0,Chenhui Li,https://ieeexplore.ieee.org/author/37086945430,"School of Computer Science and Technology, East China Normal University",True
2019,10.1109/TVCG.2019.2934399,Illusion of Causality in Visualized Data,4.0,1.0,Cindy Xiong,https://ieeexplore.ieee.org/author/37087102197,Northwestern University,True
2019,10.1109/TVCG.2019.2934399,Illusion of Causality in Visualized Data,4.0,2.0,Joel Shapiro,https://ieeexplore.ieee.org/author/37087102511,"Northwestern University, Kellogg School of Management",True
2019,10.1109/TVCG.2019.2934399,Illusion of Causality in Visualized Data,4.0,3.0,Jessica Hullman,https://ieeexplore.ieee.org/author/38016234500,Northwestern University,True
2019,10.1109/TVCG.2019.2934399,Illusion of Causality in Visualized Data,4.0,4.0,Steven Franconeri,https://ieeexplore.ieee.org/author/37077249100,Northwestern University,True
