Year,DOI,Title,Number of Authors,Author Name,Author Position,Author Position Type,OpenAlex Author ID,Author ORCID,Number of Affiliations,First Institution Name,Raw Affiliation String,First Institution ID,First Institution ROR,First Institution Type,First Institution Country Code
2003,10.1109/VISUAL.2003.1250401,Video visualization,2,Min Chen,2,last,https://openalex.org/A2974265674,,1.0,Swansea University,"Univ. of Wales Swansea, UK",https://openalex.org/I39586589,https://ror.org/053fq8t95,education,GB
2004,10.1109/VISUAL.2004.75,Optimal global conformal surface parameterization,4,Miao Jin,1,first,https://openalex.org/A2145600630,https://orcid.org/0000-0002-0054-4281,1.0,State University of New York,"Department of Computer Science, State University of New York, Stony Brook, NY, USA",https://openalex.org/I1327163397,https://ror.org/01q1z8k08,education,US
2004,10.1109/VISUAL.2004.75,Optimal global conformal surface parameterization,4,Yalin Wang,2,middle,https://openalex.org/A2474858325,https://orcid.org/0000-0002-6241-735X,1.0,"University of California, Los Angeles",University of California at Los Angeles,https://openalex.org/I161318765,https://ror.org/046rm7j60,education,US
2004,10.1109/VISUAL.2004.75,Optimal global conformal surface parameterization,4,Shing-Tung Yau,3,middle,https://openalex.org/A2106526481,https://orcid.org/0000-0003-3394-2187,1.0,Harvard University,"Harvard University ,",https://openalex.org/I136199984,https://ror.org/03vek6s52,education,US
2004,10.1109/VISUAL.2004.75,Optimal global conformal surface parameterization,4,Xianfeng Gu,4,last,https://openalex.org/A2113143229,https://orcid.org/0000-0001-8226-5851,1.0,Stony Brook University,State University of New York at Stony Brook;,https://openalex.org/I59553526,https://ror.org/05qghxh33,education,US
2010,10.1109/TVCG.2010.184,Pargnostics: Screen-Space Metrics for Parallel Coordinates,2,Aritra Dasgupta,1,first,https://openalex.org/A2264186551,https://orcid.org/0000-0002-5551-5103,1.0,University of North Carolina at Charlotte,"University of North Carolina at Charlotte,Charlotte,NC,USA",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2010,10.1109/TVCG.2010.184,Pargnostics: Screen-Space Metrics for Parallel Coordinates,2,Robert Kosara,2,last,https://openalex.org/A327243226,,1.0,University of North Carolina at Charlotte,"University of North Carolina at Charlotte,Charlotte,NC,USA",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2010,10.1109/TVCG.2010.132,An Information-theoretic Framework for Visualization,2,Min Chen,1,first,https://openalex.org/A3202511646,,1.0,Swansea University,#N#Swansea University#N#,https://openalex.org/I39586589,https://ror.org/053fq8t95,education,GB
2010,10.1109/TVCG.2010.132,An Information-theoretic Framework for Visualization,2,Heike Jäenicke,2,last,https://openalex.org/A2916079521,,1.0,Heidelberg University,Ruprecht- Karls University Heidelberg,https://openalex.org/I223822909,https://ror.org/038t36y30,education,DE
2011,10.1109/TVCG.2011.202,Flow Map Layout via Spiral Trees,3,Kevin Buchin,1,first,https://openalex.org/A1970458450,https://orcid.org/0000-0002-3022-7877,1.0,Eindhoven University of Technology,"Tech. Univ. Eindhoven, Eindhoven, Netherlands",https://openalex.org/I83019370,https://ror.org/02c2kyt77,education,NL
2011,10.1109/TVCG.2011.202,Flow Map Layout via Spiral Trees,3,Bettina Speckmann,2,middle,https://openalex.org/A2004349175,https://orcid.org/0000-0002-8514-7858,1.0,Eindhoven University of Technology,"Tech. Univ. Eindhoven, Eindhoven, Netherlands",https://openalex.org/I83019370,https://ror.org/02c2kyt77,education,NL
2011,10.1109/TVCG.2011.202,Flow Map Layout via Spiral Trees,3,Kevin Verbeek,3,last,https://openalex.org/A2134125871,https://orcid.org/0000-0003-3052-4844,1.0,Eindhoven University of Technology,"Tech. Univ. Eindhoven, Eindhoven, Netherlands",https://openalex.org/I83019370,https://ror.org/02c2kyt77,education,NL
1996,10.1109/INFVIS.1996.559213,On the semantics of interactive visualizations,2,Mei C. Chuah,1,first,https://openalex.org/A2137570959,,1.0,Carnegie Mellon University,"[Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA]",https://openalex.org/I74973139,https://ror.org/05x2bcf33,education,US
1996,10.1109/INFVIS.1996.559213,On the semantics of interactive visualizations,2,Steven F. Roth,2,last,https://openalex.org/A2143187653,,1.0,Carnegie Mellon University,Carnegie Mellon University,https://openalex.org/I74973139,https://ror.org/05x2bcf33,education,US
1998,10.1109/VISUAL.1998.745319,Image-based transfer function design for data exploration in volume visualization,3,Shiaofen Fang,1,first,https://openalex.org/A2156193085,https://orcid.org/0000-0001-8277-5202,1.0,Indiana University – Purdue University Indianapolis,"[Department of Computer and Information Science, Indiana University, Indianapolis, IN, USA]",https://openalex.org/I55769427,https://ror.org/05gxnyn08,education,US
1998,10.1109/VISUAL.1998.745319,Image-based transfer function design for data exploration in volume visualization,3,Tom Biddlecome,2,middle,https://openalex.org/A2305853725,,1.0,University of Indianapolis,Purdue University Indianapolis#TAB#,https://openalex.org/I135191193,https://ror.org/052133d12,education,US
1998,10.1109/VISUAL.1998.745319,Image-based transfer function design for data exploration in volume visualization,3,Mihran Tuceryan,3,last,https://openalex.org/A149462599,https://orcid.org/0000-0003-3828-6123,1.0,University of Indianapolis,Purdue University Indianapolis#TAB#,https://openalex.org/I135191193,https://ror.org/052133d12,education,US
2005,10.1109/INFVIS.2005.1532139,Parallel sets: visual analysis of categorical data,3,Fabian Bendix,1,first,https://openalex.org/A2716165607,,1.0,VRVis,VRVis Research Center; Vienna Austria,https://openalex.org/I1343190059,https://ror.org/02xyxvc90,company,AT
2005,10.1109/INFVIS.2005.1532139,Parallel sets: visual analysis of categorical data,3,Robert Kosara,2,middle,https://openalex.org/A327243226,,1.0,Inte:Ligand,Inte Ligand#TAB#,https://openalex.org/I4210137046,https://ror.org/03k462x97,company,AT
2005,10.1109/INFVIS.2005.1532139,Parallel sets: visual analysis of categorical data,3,Helwig Hauser,3,last,https://openalex.org/A2138458960,,1.0,VRVis,", VRVis Research Center",https://openalex.org/I1343190059,https://ror.org/02xyxvc90,company,AT
2005,10.1109/VISUAL.2005.1532836,Understanding visualization through spatial ability differences,3,M.C. Velez,1,first,https://openalex.org/A2974102667,,1.0,"Rutgers, The State University of New Jersey","Center for Adv. Inf. Process., Rutgers State Univ., NJ, USA",https://openalex.org/I102322142,https://ror.org/05vt9qd57,education,US
2005,10.1109/VISUAL.2005.1532836,Understanding visualization through spatial ability differences,3,Deborah Silver,2,middle,https://openalex.org/A2131773813,,1.0,"Rutgers, The State University of New Jersey","Center for Adv. Inf. Process., Rutgers State Univ., NJ, USA",https://openalex.org/I102322142,https://ror.org/05vt9qd57,education,US
2005,10.1109/VISUAL.2005.1532836,Understanding visualization through spatial ability differences,3,Marilyn Tremaine,3,last,https://openalex.org/A2133809093,,1.0,"Rutgers, The State University of New Jersey","Center for Adv. Inf. Process., Rutgers State Univ., NJ, USA",https://openalex.org/I102322142,https://ror.org/05vt9qd57,education,US
2006,10.1109/TVCG.2006.134,Diffusion Tensor Visualization with Glyph Packing,2,Gordon Kindlmann,1,first,https://openalex.org/A275330042,,1.0,Harvard University,"Dept. of Radiol., Harvard Med. Sch., Boston, MA.",https://openalex.org/I136199984,https://ror.org/03vek6s52,education,US
2006,10.1109/TVCG.2006.134,Diffusion Tensor Visualization with Glyph Packing,2,Westin,2,last,https://openalex.org/A2317145661,,,,,,,,
2006,10.1109/TVCG.2006.174,Saliency-guided Enhancement for Volume Visualization,2,Youngmin Kim,1,first,https://openalex.org/A2290576817,,1.0,"University of Maryland, College Park","Maryland Univ., College Park, MD.",https://openalex.org/I66946132,https://ror.org/047s2c258,education,US
2006,10.1109/TVCG.2006.174,Saliency-guided Enhancement for Volume Visualization,2,Amitabh Varshney,2,last,https://openalex.org/A2106788355,,1.0,"University of Maryland, College Park","Maryland Univ., College Park, MD.",https://openalex.org/I66946132,https://ror.org/047s2c258,education,US
2012,10.1109/TVCG.2012.199,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,3,Luana Micallef,1,first,https://openalex.org/A1998109086,,1.0,French Institute for Research in Computer Science and Automation,"INRIA - Sophia Antipolis, France",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
2012,10.1109/TVCG.2012.199,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,3,Pierre Dragicevic,2,middle,https://openalex.org/A89785269,,1.0,French Institute for Research in Computer Science and Automation,"INRIA - Sophia Antipolis, France",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
2012,10.1109/TVCG.2012.199,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,3,Jean Daniel Fekete,3,last,https://openalex.org/A2971409622,,1.0,French Institute for Research in Computer Science and Automation,"INRIA - Sophia Antipolis, France",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
1995,10.1109/VISUAL.1995.480821,An extended data-flow architecture for data analysis and visualization,2,Greg Abram,1,first,https://openalex.org/A2281156051,,1.0,IBM,"IBM Thomas J. Watson Research Center, Post Office Box 704, Yorktown Heights, NY#TAB#",https://openalex.org/I1341412227,https://ror.org/05hh8d621,company,US
1995,10.1109/VISUAL.1995.480821,An extended data-flow architecture for data analysis and visualization,2,Lloyd A. Treinish,2,last,https://openalex.org/A2017298756,https://orcid.org/0000-0002-9912-8885,1.0,IBM,"IBM Thomas J. Watson Research Center, Post Office Box 704, Yorktown Heights, NY#TAB#",https://openalex.org/I1341412227,https://ror.org/05hh8d621,company,US
1997,10.1109/VISUAL.1997.663907,The multilevel finite element method for adaptive mesh optimization and visualization of volume data,3,Roberto Grosso,1,first,https://openalex.org/A2289205271,https://orcid.org/0000-0001-5965-5325,1.0,University of Erlangen-Nuremberg,"Computer Graphics Group, Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91058 Erlangen, Germany#TAB#",https://openalex.org/I181369854,https://ror.org/00f7hpc57,education,DE
1997,10.1109/VISUAL.1997.663907,The multilevel finite element method for adaptive mesh optimization and visualization of volume data,3,Christoph Lürig,2,middle,https://openalex.org/A168550197,,1.0,University of Erlangen-Nuremberg,"Computer Graphics Group, Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91058 Erlangen, Germany#TAB#",https://openalex.org/I181369854,https://ror.org/00f7hpc57,education,DE
1997,10.1109/VISUAL.1997.663907,The multilevel finite element method for adaptive mesh optimization and visualization of volume data,3,Thomas Ertl,3,last,https://openalex.org/A2083449707,https://orcid.org/0000-0003-4019-2505,1.0,University of Erlangen-Nuremberg,"Computer Graphics Group, Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91058 Erlangen, Germany#TAB#",https://openalex.org/I181369854,https://ror.org/00f7hpc57,education,DE
2003,10.1109/INFVIS.2003.1249031,Between aesthetics and utility: designing ambient information visualizations,3,Tobias Skog,1,first,https://openalex.org/A2054053799,,1.0,Viktoria Institute,"Future Applications Lab, Viktoria Inst., Goteborg, Sweden",https://openalex.org/I73162669,,,SE
2003,10.1109/INFVIS.2003.1249031,Between aesthetics and utility: designing ambient information visualizations,3,Sara Ljungblad,2,middle,https://openalex.org/A124565870,,1.0,Viktoria Institute,"Future Applications Lab, Viktoria Inst., Goteborg, Sweden",https://openalex.org/I73162669,,,SE
2003,10.1109/INFVIS.2003.1249031,Between aesthetics and utility: designing ambient information visualizations,3,Lars Erik Holmquist,3,last,https://openalex.org/A2026149416,https://orcid.org/0000-0003-0229-2345,1.0,Viktoria Institute,"Future Applications Lab, Viktoria Inst., Goteborg, Sweden",https://openalex.org/I73162669,,,SE
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Remco Chang,1,first,https://openalex.org/A2023608286,https://orcid.org/0000-0002-6484-6430,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Mohammad Ghoniem,2,middle,https://openalex.org/A2699795273,https://orcid.org/0000-0001-6745-3651,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Robert Kosara,3,middle,https://openalex.org/A327243226,,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,William Ribarsky,4,middle,https://openalex.org/A1992120996,,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Jing Yang,5,middle,https://openalex.org/A2118406245,,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Evan A. Suma,6,middle,https://openalex.org/A392277740,,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Caroline Ziemkiewicz,7,middle,https://openalex.org/A2054348169,,1.0,University of North Carolina at Charlotte,"UNC at Charlotte, Charlotte",https://openalex.org/I102149020,https://ror.org/04dawnj30,education,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Daniel C. Kern,8,middle,https://openalex.org/A2415436571,,1.0,Bank of America,Bank of America. e-mail: daniel.c.kern@bankofamerica.com#TAB#,https://openalex.org/I100621029,https://ror.org/006tvg625,other,US
2007,10.1109/VAST.2007.4389009,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",9,Agus Sudjianto,9,last,https://openalex.org/A2195862332,,1.0,Bank of America,Bank of America. e-mail: agus.sudjianto@bankofamerica.com#TAB#,https://openalex.org/I100621029,https://ror.org/006tvg625,other,US
2010,10.1109/TVCG.2010.131,An Information-Theoretic Framework for Flow Visualization,3,Lijie Xu,1,first,https://openalex.org/A2627317604,,1.0,The Ohio State University,"Ohio State Univ., Columbus, OH USA",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
