Year,DOI,IEEE Title,Title on Google Scholar,Citation Link,Citation Counts on Google Scholar
2017,10.1109/TVCG.2017.2743998,Structuring Visualization Mock-Ups at the Graphical Level by Dividing the Display Space,Structuring visualization mock-ups at the graphical level by dividing the display space,"https://scholar.google.com/scholar?cites=5781508687920083649&as_sdt=5,50&sciodt=0,50&hl=en",11
2017,10.1109/TVCG.2017.2744418,Understanding the Relationship Between Interactive Optimisation and Visual Analytics in the Context of Prostate Brachytherapy,Understanding the relationship between interactive optimisation and visual analytics in the context of prostate brachytherapy,"https://scholar.google.com/scholar?cites=7680626338618454464&as_sdt=5,50&sciodt=0,50&hl=en",20
2017,10.1109/TVCG.2017.2744843,Graphiti: Interactive Specification of Attribute-Based Edges for Network Modeling and Visualization,Graphiti: Interactive specification of attribute-based edges for network modeling and visualization,"https://scholar.google.com/scholar?cites=6768153516740486406&as_sdt=5,50&sciodt=0,50&hl=en",22
2017,10.1109/VAST.2017.8585638,E-Map: A Visual Analytics Approach for Exploring Significant Event Evolutions in Social Media,E-map: A visual analytics approach for exploring significant event evolutions in social media,"https://scholar.google.com/scholar?cites=8011886801285944475&as_sdt=5,50&sciodt=0,50&hl=en",32
2017,10.1109/VAST.2017.8585646,A Visual Analytics System for Optimizing Communications in Massively Parallel Applications,A visual analytics system for optimizing communications in massively parallel applications,"https://scholar.google.com/scholar?cites=11735437331895633616&as_sdt=5,50&sciodt=0,50&hl=en",14
2018,10.1109/TVCG.2018.2864884,Face to Face: Evaluating Visual Comparison,Face to face: Evaluating visual comparison,"https://scholar.google.com/scholar?cites=2776073459223062234&as_sdt=5,50&sciodt=0,50&hl=en",44
2018,10.1109/TVCG.2018.2864913,A Framework for Externalizing Implicit Error Using Visualization,A framework for externalizing implicit error using visualization,"https://scholar.google.com/scholar?cites=2017281779963547487&as_sdt=5,50&sciodt=0,50&hl=en",32
2018,10.1109/TVCG.2018.2865149,Juniper: A Tree+Table Approach to Multivariate Graph Visualization,Juniper: A tree+ table approach to multivariate graph visualization,"https://scholar.google.com/scholar?cites=15525656109424252158&as_sdt=5,50&sciodt=0,50&hl=en",28
2018,10.1109/TVCG.2018.2865193,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks,Visualizing uncertain tropical cyclone predictions using representative samples from ensembles of forecast tracks,"https://scholar.google.com/scholar?cites=235174076479619363&as_sdt=5,50&sciodt=0,50&hl=en",40
2018,10.1109/TVCG.2018.2865230,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,Nlize: A perturbation-driven visual interrogation tool for analyzing and interpreting natural language inference models,"https://scholar.google.com/scholar?cites=377778706057720751&as_sdt=5,50&sciodt=0,50&hl=en",28
2018,10.1109/TVCG.2018.2865233,Mitigating the Attraction Effect with Visualizations,Mitigating the attraction effect with visualizations,"https://scholar.google.com/scholar?cites=18318866644539862895&as_sdt=5,50&sciodt=0,50&hl=en",34
2018,10.1109/TVCG.2018.2865234,Visualizing Ranges over Time on Mobile Phones: A Task-Based Crowdsourced Evaluation,Visualizing ranges over time on mobile phones: a task-based crowdsourced evaluation,"https://scholar.google.com/scholar?cites=4604667064532389159&as_sdt=5,50&sciodt=0,50&hl=en",42
2018,10.1109/TVCG.2018.2865264,At a Glance: Pixel Approximate Entropy as a Measure of Line Chart Complexity,At a glance: Pixel approximate entropy as a measure of line chart complexity,"https://scholar.google.com/scholar?cites=16739067537071538411&as_sdt=5,50&sciodt=0,50&hl=en",23
2018,10.1109/TVCG.2018.2865265,Temporal Treemaps: Static Visualization of Evolving Trees,Temporal treemaps: Static visualization of evolving trees,"https://scholar.google.com/scholar?cites=12616607711899202626&as_sdt=5,50&sciodt=0,50&hl=en",18
2018,10.1109/TVCG.2018.2864836,Design Exposition with Literate Visualization,Design exposition with literate visualization,"https://scholar.google.com/scholar?cites=1591994845724709678&as_sdt=5,50&sciodt=0,50&hl=en",45
2018,10.1109/TVCG.2018.2864849,"Details-First, Show Context, Overview Last: Supporting Exploration of Viscous Fingers in Large-Scale Ensemble Simulations","Details-first, show context, overview last: supporting exploration of viscous fingers in large-scale ensemble simulations","https://scholar.google.com/scholar?cites=6073703274742126224&as_sdt=5,50&sciodt=0,50&hl=en",20
2018,10.1109/TVCG.2018.2864851,Visualization of Large Molecular Trajectories,Visualization of large molecular trajectories,"https://scholar.google.com/scholar?cites=14974726186036170472&as_sdt=5,50&sciodt=0,50&hl=en",13
2018,10.1109/TVCG.2018.2864526,Duet: Helping Data Analysis Novices Conduct Pairwise Comparisons by Minimal Specification,Duet: Helping data analysis novices conduct pairwise comparisons by minimal specification,"https://scholar.google.com/scholar?cites=4273932928482298611&as_sdt=5,50&sciodt=0,50&hl=en",27
2018,10.1109/TVCG.2018.2864843,An Interactive Method to Improve Crowdsourced Annotations,An interactive method to improve crowdsourced annotations,"https://scholar.google.com/scholar?cites=7884922965695162783&as_sdt=5,50&sciodt=0,50&hl=en",38
2018,10.1109/TVCG.2018.2864901,Visual Analysis of the Temporal Evolution of Ensemble Forecast Sensitivities,Visual analysis of the temporal evolution of ensemble forecast sensitivities,"https://scholar.google.com/scholar?cites=18247398453942266327&as_sdt=5,50&sciodt=0,50&hl=en",19
2018,10.1109/TVCG.2018.2865022,VIS Author Profiles: Interactive Descriptions of Publication Records Combining Text and Visualization,VIS Author Profiles: Interactive descriptions of publication records combining text and visualization,"https://scholar.google.com/scholar?cites=1373408687183476903&as_sdt=5,50&sciodt=0,50&hl=en",34
2018,10.1109/TVCG.2018.2865042,Identification of Temporally Varying Areas of Interest in Long-Duration Eye-Tracking Data Sets,Identification of temporally varying areas of interest in long-duration eye-tracking data sets,"https://scholar.google.com/scholar?cites=757578185791579992&as_sdt=5,50&sciodt=0,50&hl=en",15
1990,10.1109/VISUAL.1990.146366,Animation techniques for chain-coded objects,Animation techniques for chain-coded objects,"https://scholar.google.com/scholar?cites=8067511291521785314&as_sdt=5,50&sciodt=0,50&hl=en",3
1990,10.1109/VISUAL.1990.146392,Visualization of scalar data defined on a structured grid-applications to petroleum research,Visualization of scalar data defined on a structured grid-Applications to petroleum research,"https://scholar.google.com/scholar?cites=1857558501148774050&as_sdt=5,50&sciodt=0,50&hl=en",6
1990,10.1109/VISUAL.1990.146396,Scattered data interpolation tools in a microcomputer visualization environment,Scattered data interpolation tools in a microcomputer visualization environment,"https://scholar.google.com/scholar?cites=598349813479717997&as_sdt=5,50&sciodt=0,50&hl=en",2
1992,10.1109/VISUAL.1992.235214,Representing medical images with partitioning trees,[PDF] Representing medical images with partitioning trees,"https://scholar.google.com/scholar?cites=4669024430716958192&as_sdt=5,50&sciodt=0,50&hl=en",8
1993,10.1109/VISUAL.1993.398871,Dichromatic color representations for complex display systems,Dichromatic color representations for complex display systems,"https://scholar.google.com/scholar?cites=12927116906507951800&as_sdt=5,50&sciodt=0,50&hl=en",7
1994,10.1109/VISUAL.1994.346290,Visualization of volcanic ash clouds,Visualization of volcanic ash clouds,"https://scholar.google.com/scholar?cites=4184001938524434824&as_sdt=5,50&sciodt=0,50&hl=en",5
1995,10.1109/VISUAL.1995.480808,Fast normal estimation using surface characteristics,Fast normal estimation using surface characteristics,"https://scholar.google.com/scholar?cites=12802268934716228168&as_sdt=5,50&sciodt=0,50&hl=en",11
1995,10.1109/VISUAL.1995.485153,A visualization tool for studying the development of the moss Physcomitrella patens,A visualization tool for studying the development of the moss Physcomitrella patens,"https://scholar.google.com/scholar?cites=17319868126340670263&as_sdt=5,50&sciodt=0,50&hl=en",3
1995,10.1109/VISUAL.1995.485156,Flow visualization in a hypersonic fin/ramp flow,Flow visualization in a hypersonic fin/ramp flow,"https://scholar.google.com/scholar?cites=15885675443994498496&as_sdt=5,50&sciodt=0,50&hl=en",4
1995,10.1109/VISUAL.1995.485158,Turbulent flow visualization in computational and experimental hydraulics,Turbulent flow visualization in computational and experimental hydraulics,"https://scholar.google.com/scholar?cites=11445014510799173731&as_sdt=5,50&sciodt=0,50&hl=en",7
1997,10.1109/VISUAL.1997.663918,Instructional software for visualizing optical phenomena,Instructional software for visualizing optical phenomena,"https://scholar.google.com/scholar?cites=14043184429058710463&as_sdt=5,50&sciodt=0,50&hl=en",5
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,Efficient co-triangulation of large data sets,"https://scholar.google.com/scholar?cites=10232617701182802193&as_sdt=5,50&sciodt=0,50&hl=en",8
1998,10.1109/VISUAL.1998.745331,Development of a multi-source visualization prototype,Development of a multi-source visualization prototype,"https://scholar.google.com/scholar?cites=10062409400623897922&as_sdt=5,50&sciodt=0,50&hl=en",7
1998,10.1109/VISUAL.1998.745335,Visualization in corneal topography,Visualization in corneal topography,"https://scholar.google.com/scholar?cites=16540789972581350240&as_sdt=5,50&sciodt=0,50&hl=en",7
1998,10.1109/VISUAL.1998.745349,Configuration space visualization for mechanical design,Configuration space visualization for mechanical design,"https://scholar.google.com/scholar?cites=3171610598493099807&as_sdt=5,50&sciodt=0,50&hl=en",4
1999,10.1109/VISUAL.1999.809925,Geo-spatial visualization for situational awareness,Geo-spatial visualization for situational awareness,"https://scholar.google.com/scholar?cites=16535064239504261733&as_sdt=5,50&sciodt=0,50&hl=en",6
1999,10.1109/VISUAL.1999.809936,Visualizing simulated room fires,Visualizing simulated room fires,"https://scholar.google.com/scholar?cites=15599983131819145622&as_sdt=5,50&sciodt=0,50&hl=en",7
2000,10.1109/VISUAL.2000.885743,Real-time visualization of the clear-up of a former US naval base,Real-time visualization of the clear-up of a former US naval base,"https://scholar.google.com/scholar?cites=11572534891524829001&as_sdt=5,50&sciodt=0,50&hl=en",5
2002,10.1109/INFVIS.2002.1173162,Demystifying venture capital investing,Demystifying venture capital investing,"https://scholar.google.com/scholar?cites=7689241515179029118&as_sdt=5,50&sciodt=0,50&hl=en",4
2002,10.1109/VISUAL.2002.1183827,Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models,Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models,"https://scholar.google.com/scholar?cites=4399325495004684872&as_sdt=5,50&sciodt=0,50&hl=en",5
2002,10.1109/VISUAL.2002.1183829,A case study on the applications of a generic library for low-cost polychromatic passive stereo,A case study on the applications of a generic library for low-cost polychromatic passive stereo,"https://scholar.google.com/scholar?cites=1235642272944157819&as_sdt=5,50&sciodt=0,50&hl=en",10
2004,10.1109/VISUAL.2004.82,PQuad: visualization of predicted peptides and proteins,PQuad: visualization of predicted peptides and proteins,"https://scholar.google.com/scholar?cites=3603375744709724304&as_sdt=5,50&sciodt=0,50&hl=en",7
2005,10.1109/VISUAL.2005.1532849,Interpolation and visualization for advected scalar fields,Interpolation and visualization for advected scalar fields,"https://scholar.google.com/scholar?cites=9810924755414455737&as_sdt=5,50&sciodt=0,50&hl=en",8
2009,10.1109/VAST.2009.5333917,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,"https://scholar.google.com/scholar?cites=14940053722439052669&as_sdt=5,50&sciodt=0,50&hl=en",4
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,Different strokes for different folks: visual presentation design between disciplines,"https://scholar.google.com/scholar?cites=549036916158604147&as_sdt=5,50&sciodt=0,50&hl=en",12
2012,10.1109/TVCG.2012.198,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,Analysis of streamline separation at infinity using time-discrete markov chains,"https://scholar.google.com/scholar?cites=18046827430180280574&as_sdt=5,50&sciodt=0,50&hl=en",9
2012,10.1109/TVCG.2012.210,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,Cumulative heat diffusion using volume gradient operator for volume analysis,"https://scholar.google.com/scholar?cites=359712511008438127&as_sdt=5,50&sciodt=0,50&hl=en",6
2013,10.1109/TVCG.2013.230,Visualization of Shape Motions in Shape Space,Visualization of shape motions in shape space,"https://scholar.google.com/scholar?cites=1968762693596138004&as_sdt=5,50&sciodt=0,50&hl=en",7
2014,10.1109/TVCG.2014.2346437,Effects of Presentation Mode and Pace Control on Performance in Image Classification,Effects of presentation mode and pace control on performance in image classification,"https://scholar.google.com/scholar?cites=1186286304084515716&as_sdt=5,50&sciodt=0,50&hl=en",5
2014,10.1109/TVCG.2014.2346425,Visualizing 2-dimensional Manifolds with Curve Handles in 4D,Visualizing 2-dimensional manifolds with curve handles in 4d,"https://scholar.google.com/scholar?cites=5752727155942196305&as_sdt=5,50&sciodt=0,50&hl=en",10
2014,10.1109/TVCG.2014.2346457,Volume-Preserving Mapping and Registration for Collective Data Visualization,Volume-preserving mapping and registration for collective data visualization,"https://scholar.google.com/scholar?cites=17191798528878452383&as_sdt=5,50&sciodt=0,50&hl=en",5
2014,10.1109/TVCG.2014.2346412,A Robust Parity Test for Extracting Parallel Vectors in 3D,A robust parity test for extracting parallel vectors in 3D,"https://scholar.google.com/scholar?cites=6791106852657761271&as_sdt=5,50&sciodt=0,50&hl=en",7
2015,10.1109/SciVis.2015.7429493,Auto-calibration of multi-projector displays with a single handheld camera,Auto-calibration of multi-projector displays with a single handheld camera,"https://scholar.google.com/scholar?cites=11726082135767501836&as_sdt=5,50&sciodt=0,50&hl=en",6
2015,10.1109/TVCG.2015.2467412,Adaptive Multilinear Tensor Product Wavelets,Adaptive multilinear tensor product wavelets,"https://scholar.google.com/scholar?cites=17374281903698357076&as_sdt=5,50&sciodt=0,50&hl=en",6
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,Multi-granular trend detection for time-series analysis,"https://scholar.google.com/scholar?cites=14484370406675709712&as_sdt=5,50&sciodt=0,50&hl=en",15
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,Direct multifield volume ray casting of fiber surfaces,"https://scholar.google.com/scholar?cites=7757402339984340183&as_sdt=5,50&sciodt=0,50&hl=en",14
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual analysis and evaluation of segmentation pipelines to determine the porosity in fiber-reinforced polymers,PorosityAnalyzer: Visual analysis and evaluation of segmentation pipelines to determine the porosity in fiber-reinforced polymers,"https://scholar.google.com/scholar?cites=17154672415748543115&as_sdt=5,50&sciodt=0,50&hl=en",21
2017,10.1109/TVCG.2017.2744018,Nonlinear Dot Plots,Nonlinear dot plots,"https://scholar.google.com/scholar?cites=9236571591586313033&as_sdt=5,50&sciodt=0,50&hl=en",12
2017,10.1109/TVCG.2017.2745878,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,The explanatory visualization framework: An active learning framework for teaching creative computing using explanatory visualizations,"https://scholar.google.com/scholar?cites=4948473178653051559&as_sdt=5,50&sciodt=0,50&hl=en",36
2017,10.1109/VAST.2017.8585484,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,Cricto: Supporting sensemaking through crowdsourced information schematization,"https://scholar.google.com/scholar?cites=16322762685684115310&as_sdt=5,50&sciodt=0,50&hl=en",7
2018,10.1109/TVCG.2018.2865075,Embedded Merge & Split: Visual Adjustment of Data Grouping,Embedded merge & split: Visual adjustment of data grouping,"https://scholar.google.com/scholar?cites=3480262199618623525&as_sdt=5,50&sciodt=0,50&hl=en",17
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,Vistrates: A component model for ubiquitous analytics,"https://scholar.google.com/scholar?cites=13032788708477154753&as_sdt=5,50&sciodt=0,50&hl=en",36
2018,10.1109/TVCG.2018.2865194,DimReader: Axis lines that explain non-linear projections,DimReader: Axis lines that explain non-linear projections,"https://scholar.google.com/scholar?cites=16092783496672359163&as_sdt=5,50&sciodt=0,50&hl=en",31
2018,10.1109/TVCG.2018.2865235,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances","Multiple coordinated views at large displays for multiple users: Empirical findings on user behavior, movements, and distances","https://scholar.google.com/scholar?cites=12857577573310632957&as_sdt=5,50&sciodt=0,50&hl=en",47
2018,10.1109/TVCG.2018.2864801,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,Codda: A flexible copula-based distribution driven analysis framework for large-scale multivariate data,"https://scholar.google.com/scholar?cites=14530974275950720285&as_sdt=5,50&sciodt=0,50&hl=en",19
2018,10.1109/TVCG.2018.2864828,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows,Objective vortex corelines of finite-sized objects in fluid flows,"https://scholar.google.com/scholar?cites=5639897457635490314&as_sdt=5,50&sciodt=0,50&hl=en",14
2018,10.1109/TVCG.2018.2864848,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy,Shared-memory parallel computation of morse-smale complexes with improved accuracy,"https://scholar.google.com/scholar?cites=6852997698161707680&as_sdt=5,50&sciodt=0,50&hl=en",21
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,Bitextract: Interactive visualization for extracting bitcoin exchange intelligence,"https://scholar.google.com/scholar?cites=13333245143251012615&as_sdt=5,50&sciodt=0,50&hl=en",37
2018,10.1109/TVCG.2018.2864825,EnsembleLens: Ensemble-based Visual Exploration of Anomaly Detection Algorithms with Multidimensional Data,EnsembleLens: Ensemble-based visual exploration of anomaly detection algorithms with multidimensional data,"https://scholar.google.com/scholar?cites=1093030680452943938&as_sdt=5,50&sciodt=0,50&hl=en",31
2018,10.1109/TVCG.2018.2864826,ViBr: Visualizing Bipartite Relations at Scale with the Minimum Description Length Principle,ViBr: Visualizing Bipartite Relations at Scale with the Minimum Description Length Principle,"https://scholar.google.com/scholar?cites=6542059552707027928&as_sdt=5,50&sciodt=0,50&hl=en",16
2018,10.1109/TVCG.2018.2864885,Visual Progression Analysis of Event Sequence Data,Visual progression analysis of event sequence data,"https://scholar.google.com/scholar?cites=14787010376644812194&as_sdt=5,50&sciodt=0,50&hl=en",45
2018,10.1109/TVCG.2018.2864905,Doccurate: A Curation-Based Approach for Clinical Text Visualization,Doccurate: A Curation-Based Approach for Clinical Text Visualization,"https://scholar.google.com/scholar?cites=1799335779907052863&as_sdt=5,50&sciodt=0,50&hl=en",28
2018,10.1109/TVCG.2018.2865021,GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms,Graphprotector: A visual interface for employing and assessing multiple privacy preserving graph algorithms,"https://scholar.google.com/scholar?cites=9904444391502338727&as_sdt=5,50&sciodt=0,50&hl=en",30
2018,10.1109/TVCG.2018.2865028,Vulnus: Visual Vulnerability Analysis for Network Security,Vulnus: Visual vulnerability analysis for network security,"https://scholar.google.com/scholar?cites=5975431335047114434&as_sdt=5,50&sciodt=0,50&hl=en",23
2018,10.1109/TVCG.2018.2865029,Situ: Identifying and Explaining Suspicious Behavior in Networks,Situ: Identifying and explaining suspicious behavior in networks,"https://scholar.google.com/scholar?cites=5220260954293507071&as_sdt=5,50&sciodt=0,50&hl=en",53
2018,10.1109/TVCG.2018.2865047,"SIRIUS: Dual, Symmetric, Interactive Dimension Reductions","SIRIUS: Dual, symmetric, interactive dimension reductions","https://scholar.google.com/scholar?cites=12264851378071055426&as_sdt=5,50&sciodt=0,50&hl=en",35
2018,10.1109/VAST.2018.8802454,EmbeddingVis: A Visual Analytics Approach to Comparative Network Embedding Inspection,Embeddingvis: A visual analytics approach to comparative network embedding inspection,"https://scholar.google.com/scholar?cites=5773816626449039932&as_sdt=5,50&sciodt=0,50&hl=en",29
2018,10.1109/VAST.2018.8802509,Analyzing the Noise Robustness of Deep Neural Networks,Analyzing the noise robustness of deep neural networks,"https://scholar.google.com/scholar?cites=7072781697020208401&as_sdt=5,50&sciodt=0,50&hl=en",48
1990,10.1109/VISUAL.1990.146364,Displaying voxel-based objects according to their qualitative shape synthesis,Displaying voxel-based objects according to their qualitative shape synthesis,"https://scholar.google.com/scholar?q=related:zhiPs-Fw4s4J:scholar.google.com/&scioq=Displaying+voxel-based+objects+according+to+their+qualitative+shape+synthesis&hl=en&as_sdt=0,50",0
1990,10.1109/VISUAL.1990.146403,Visualization of free form volumes,Visualization of free form volumes,"https://scholar.google.com/scholar?cites=10507667486616176911&as_sdt=5,50&sciodt=0,50&hl=en",7
1991,10.1109/VISUAL.1991.175791,Gray scale diagrams as business charts,Gray scale diagrams as business charts,"https://scholar.google.com/scholar?cites=4756114193465801663&as_sdt=5,50&sciodt=0,50&hl=en",6
1992,10.1109/VISUAL.1992.235177,The microscopist's workstation,Metacomputing,"https://scholar.google.com/scholar?cites=1546827740507919482&as_sdt=5,50&sciodt=0,50&hl=en",505
1992,10.1109/VISUAL.1992.235181,Visualizing the Universe,[PDF] Uniview-Visualizing the Universe.,"https://scholar.google.com/scholar?cites=9287755286035305778&as_sdt=5,50&sciodt=0,50&hl=en",23
1992,10.1109/VISUAL.1992.235195,Network video device control,[PDF] The galatea network video device control system,"https://scholar.google.com/scholar?cites=11853649584658138198&as_sdt=5,50&sciodt=0,50&hl=en",13
1992,10.1109/VISUAL.1992.235216,An efficient range search algorithm for visualizing extrema of volume data,An efficient range search algorithm for visualizing extrema of volume data,"https://scholar.google.com/scholar?cites=9457141266754374659&as_sdt=5,50&sciodt=0,50&hl=en",1
1993,10.1109/VISUAL.1993.398896,Visualizing results of transient flow simulations,Visualizing results of transient flow simulations,"https://scholar.google.com/scholar?cites=17013284787601625413&as_sdt=5,50&sciodt=0,50&hl=en",3
1995,10.1109/VISUAL.1995.480816,A model and a system for data-parallel program visualization,A model and a system for data-parallel program visualization,"https://scholar.google.com/scholar?cites=7891355202917956036&as_sdt=5,50&sciodt=0,50&hl=en",11
1995,10.1109/VISUAL.1995.485150,Visualization for aerodynamic design of helicopter rotor blades,Visualization for aerodynamic design of helicopter rotor blades,"https://scholar.google.com/scholar?cites=7956496553556484142&as_sdt=5,50&sciodt=0,50&hl=en",3
1995,10.1109/VISUAL.1995.485169,Interactive 3D visualization of actual anatomy and simulated chemical time-course data for fish,Interactive 3D visualization of actual anatomy and simulated chemical time-course data for fish,"https://scholar.google.com/scholar?cites=11508138141129673709&as_sdt=5,50&sciodt=0,50&hl=en",4
1996,10.1109/VISUAL.1996.568142,A visualization tool for mechanical design,A visualization tool for mechanical design,"https://scholar.google.com/scholar?cites=3144642487697231981&as_sdt=5,50&sciodt=0,50&hl=en",3
1996,10.1109/VISUAL.1996.568150,Interactive exploration and modeling of large data sets: a case study with Venus light scattering data,Interactive exploration and modeling of large data sets: a case study with Venus light scattering data,"https://scholar.google.com/scholar?cites=248319281930463507&as_sdt=5,50&sciodt=0,50&hl=en",5
1997,10.1109/VISUAL.1997.663856,Auralization of streamline vorticity in computational fluid dynamics data,Auralization of streamline vorticity in computational fluid dynamics data,"https://scholar.google.com/scholar?cites=7416606033389317118&as_sdt=5,50&sciodt=0,50&hl=en",3
1997,10.1109/VISUAL.1997.663926,Determination of unknown particle charges in a thunder cloud based upon detected electric field vectors,Determination of unknown particle charges in a thunder cloud based upon detected electric field vectors,"https://scholar.google.com/scholar?cites=13276712359628210398&as_sdt=5,50&sciodt=0,50&hl=en",1
2000,10.1109/VISUAL.2000.885700,Simplification of surface annotations,Simplification of surface annotations,"https://scholar.google.com/scholar?cites=13230809883821627822&as_sdt=5,50&sciodt=0,50&hl=en",3
2003,10.1109/VISUAL.2003.1250419,Visualization of steep breaking waves and thin spray sheets around a ship,Visualization of steep breaking waves and thin spray sheets around a ship,"https://scholar.google.com/scholar?cites=1095805023226491328&as_sdt=5,50&sciodt=0,50&hl=en",8
2003,10.1109/VISUAL.2003.1250420,Accelerating large data analysis by exploiting regularities,Accelerating large data analysis by exploiting regularities,"https://scholar.google.com/scholar?cites=6221018979278296526&as_sdt=5,50&sciodt=0,50&hl=en",2
2004,10.1109/VISUAL.2004.115,Visualization of salt-induced stress perturbations,Visualization of salt-induced stress perturbations,"https://scholar.google.com/scholar?cites=11666016268331139795&as_sdt=5,50&sciodt=0,50&hl=en",7
2004,10.1109/VISUAL.2004.94,Rough interface reconstruction using the level set method,Rough interface reconstruction using the level set method,"https://scholar.google.com/scholar?cites=11708548307813000917&as_sdt=5,50&sciodt=0,50&hl=en",3
2005,10.1109/VISUAL.2005.1532791,The visible radio: process visualization of a software-defined radio,The visible radio: Process visualization of a software-defined radio,"https://scholar.google.com/scholar?cites=17537344498074266804&as_sdt=5,50&sciodt=0,50&hl=en",2
2010,10.1109/TVCG.2010.221,Volumetric Modeling in Laser BPH Therapy Simulation,Volumetric modeling in laser BPH therapy simulation,"https://scholar.google.com/scholar?cites=7741391543302410340&as_sdt=5,50&sciodt=0,50&hl=en",8
2011,10.1109/VAST.2011.6102459,A visual navigation system for querying neural stem cell imaging data,A visual navigation system for querying neural stem cell imaging data,"https://scholar.google.com/scholar?cites=2765929001412821270&as_sdt=5,50&sciodt=0,50&hl=en",2
2012,10.1109/TVCG.2012.239,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,"https://scholar.google.com/scholar?cites=15968475892310734645&as_sdt=5,50&sciodt=0,50&hl=en",4
2012,10.1109/TVCG.2012.283,Visualization of Flow Behavior in Earth Mantle Convection,Visualization of Flow Behavior in Earth Mantle Convection,"https://scholar.google.com/scholar?cites=3673271659204386762&as_sdt=5,50&sciodt=0,50&hl=en",5
2014,10.1109/TVCG.2014.2352952,Visualization of Regular Maps: The Chase Continues,Visualization of regular maps: The chase continues,"https://scholar.google.com/scholar?cites=11888217159775928969&as_sdt=5,50&sciodt=0,50&hl=en",7
2014,10.1109/VAST.2014.7042479,A system for visual analysis of radio signal data,A system for visual analysis of radio signal data,"https://scholar.google.com/scholar?cites=7489684321258920619&as_sdt=5,50&sciodt=0,50&hl=en",6
2015,10.1109/SciVis.2015.7429488,A visual voting framework for weather forecast calibration,A visual voting framework for weather forecast calibration,"https://scholar.google.com/scholar?cites=10966169561250699631&as_sdt=5,50&sciodt=0,50&hl=en",10
2015,10.1109/VAST.2015.7347627,Collaborative visual analysis with RCloud,Collaborative visual analysis with RCloud,"https://scholar.google.com/scholar?cites=9821097197909732714&as_sdt=5,50&sciodt=0,50&hl=en",11
2015,10.1109/VAST.2015.7347633,FPSSeer: Visual analysis of game frame rate data,Fpsseer: Visual analysis of game frame rate data,"https://scholar.google.com/scholar?cites=11592843399172852028&as_sdt=5,50&sciodt=0,50&hl=en",8
2016,10.1109/TVCG.2016.2598602,Comparing Cross-Sections and 3D Renderings for Surface Matching Tasks Using Physical Ground Truths,Comparing cross-sections and 3d renderings for surface matching tasks using physical ground truths,"https://scholar.google.com/scholar?cites=9695236276341943719&as_sdt=5,50&sciodt=0,50&hl=en",3
2016,10.1109/TVCG.2016.2599211,Vol2velle: Printable Interactive Volume Visualization,Vol2velle: Printable Interactive Volume Visualization,"https://scholar.google.com/scholar?cites=16716424608542748331&as_sdt=5,50&sciodt=0,50&hl=en",8
2016,10.1109/VAST.2016.7883508,C2A: Crowd consensus analytics for virtual colonoscopy,C2A: Crowd consensus analytics for virtual colonoscopy,"https://scholar.google.com/scholar?cites=2183270925678776754&as_sdt=5,50&sciodt=0,50&hl=en",10
2017,10.1109/TVCG.2017.2743918,Assessing the Graphical Perception of Time and Speed on 2D+Time Trajectories,Assessing the graphical perception of time and speed on 2d+ time trajectories,"https://scholar.google.com/scholar?cites=3651875762439393135&as_sdt=5,50&sciodt=0,50&hl=en",14
2017,10.1109/TVCG.2017.2744038,Interactive Design and Visualization of Branched Covering Spaces,Interactive design and visualization of branched covering spaces,"https://scholar.google.com/scholar?cites=4352959078604527179&as_sdt=5,50&sciodt=0,50&hl=en",6
