Conference,Year,Title,DOI,FirstPage,LastPage,PaperType,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Venue Name,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Concepts,Number of Citations,Number of Authors,Cross-type Collaboration,Cross-country Collaboration,With US Authors,Both Cross-type and Cross-country Collaboration,IEEE Title,Citation Counts on Google Scholar,Award,Award Name,Award Track
InfoVis,2020,Chemicals in the Creek: designing a situated data physicalization of open government data with the community,10.1109/TVCG.2020.3030472,913,923,J,2021,2021-01-28,W3094232966,IEEE Transactions on Visualization and Computer Graphics,913.0,923.0,11.0,37,17,7,3.0,False,False,True,False,Chemicals in the Creek: designing a situated data physicalization of open government data with the community,14,False,,
InfoVis,2020,Communicative Visualizations as a Learning Problem,10.1109/TVCG.2020.3030375,946,956,J,2021,2021-01-28,W3092027641,IEEE Transactions on Visualization and Computer Graphics,946.0,956.0,11.0,79,8,7,2.0,False,False,True,False,Communicative Visualizations as a Learning Problem,16,False,,
InfoVis,2020,"Comparative Layouts Revisited: Design Space, Guidelines, and Future Directions",10.1109/TVCG.2020.3030419,1525,1535,J,2021,2021-02-01,W3092968263,IEEE Transactions on Visualization and Computer Graphics,1525.0,1535.0,11.0,40,6,2,3.0,False,True,True,False,"Comparative Layouts Revisited: Design Space, Guidelines, and Future Directions",11,False,,
InfoVis,2020,Composition and Configuration Patterns in Multiple-View Visualizations,10.1109/TVCG.2020.3030338,1514,1524,J,2021,2021-01-28,W3092587559,IEEE Transactions on Visualization and Computer Graphics,1514.0,1524.0,11.0,47,12,14,6.0,True,True,True,True,Composition and Configuration Patterns in Multiple-View Visualizations,39,False,,
InfoVis,2020,Context-aware Sampling of Large Networks via Graph Representation Learning,10.1109/TVCG.2020.3030440,1709,1719,J,2021,2021-01-28,W3092695393,IEEE Transactions on Visualization and Computer Graphics,1709.0,1719.0,11.0,41,8,9,8.0,False,False,False,False,Context-aware Sampling of Large Networks via Graph Representation Learning,12,False,,
InfoVis,2020,Data Comics for Reporting Controlled User Studies in Human-Computer Interaction,10.1109/TVCG.2020.3030433,967,977,J,2021,2021-01-28,W3092626593,IEEE Transactions on Visualization and Computer Graphics,967.0,977.0,11.0,41,10,6,5.0,False,True,True,False,Data Comics for Reporting Controlled User Studies in Human-Computer Interaction,15,False,,
InfoVis,2020,Data Visceralization: Enabling Deeper Understanding of Data Using Virtual Reality,10.1109/TVCG.2020.3030435,1095,1105,J,2021,2021-01-28,W3082457272,IEEE Transactions on Visualization and Computer Graphics,1095.0,1105.0,11.0,47,11,7,6.0,True,True,True,True,Data Visceralization: Enabling Deeper Understanding of Data Using Virtual Reality,19,True,HM,InfoVis
InfoVis,2020,Designing Narrative-Focused Role-Playing Games for Visualization Literacy in Young Children,10.1109/TVCG.2020.3030464,924,934,J,2021,2021-01-28,W3092331539,IEEE Transactions on Visualization and Computer Graphics,924.0,934.0,11.0,56,12,2,4.0,False,False,False,False,Designing Narrative-Focused Role-Playing Games for Visualization Literacy in Young Children,10,False,,
InfoVis,2020,DRGraph: An Efficient Graph Layout Algorithm for Large-scale Graphs by Dimensionality Reduction,10.1109/TVCG.2020.3030447,1666,1676,J,2021,2021-01-28,W3108305122,IEEE Transactions on Visualization and Computer Graphics,1666.0,1676.0,11.0,62,8,5,6.0,False,False,False,False,DRGraph: An Efficient Graph Layout Algorithm for Large-scale Graphs by Dimensionality Reduction,7,False,,
InfoVis,2020,Embodied Navigation in Immersive Abstract Data Visualization: Is Overview+Detail or Zooming Better for 3D Scatterplots?,10.1109/TVCG.2020.3030427,1214,1224,J,2021,2021-01-28,W3081384039,IEEE Transactions on Visualization and Computer Graphics,1214.0,1224.0,11.0,66,9,7,6.0,False,True,True,False,Embodied Navigation in Immersive Abstract Data Visualization: Is Overview+Detail or Zooming Better for 3D Scatterplots?,16,False,,
InfoVis,2020,Exemplar-based Layout Fine-tuning for Node-link Diagrams,10.1109/TVCG.2020.3030393,1655,1665,J,2021,2021-01-29,W3093562151,IEEE Transactions on Visualization and Computer Graphics,1655.0,1665.0,11.0,62,12,5,9.0,True,True,True,True,Exemplar-based Layout Fine-tuning for Node-link Diagrams,8,False,,
InfoVis,2020,Gemini: A Grammar and Recommender System for Animated Transitions in Statistical Graphics,10.1109/TVCG.2020.3030360,485,494,J,2021,2021-01-28,W3094221028,IEEE Transactions on Visualization and Computer Graphics,485.0,494.0,10.0,37,16,16,2.0,False,False,True,False,Gemini: A Grammar and Recommender System for Animated Transitions in Statistical Graphics,24,False,,
InfoVis,2020,Guidelines For Pursuing and Revealing Data Abstractions,10.1109/TVCG.2020.3030355,1503,1513,J,2021,2021-01-28,W3096199822,IEEE Transactions on Visualization and Computer Graphics,1503.0,1513.0,11.0,36,13,1,3.0,False,False,True,False,Guidelines For Pursuing and Revealing Data Abstractions,2,False,,
InfoVis,2020,Humane Visual AI: Telling the Stories Behind a Medical Condition,10.1109/TVCG.2020.3030391,678,688,J,2021,2021-01-28,W3092104329,IEEE Transactions on Visualization and Computer Graphics,678.0,688.0,11.0,50,10,2,6.0,True,True,True,True,Humane Visual AI: Telling the Stories Behind a Medical Condition,3,False,,
InfoVis,2020,Implicit Multidimensional Projection of Local Subspaces,10.1109/TVCG.2020.3030368,1558,1568,J,2021,2021-01-28,W3083020428,IEEE Transactions on Visualization and Computer Graphics,1558.0,1568.0,11.0,42,13,0,7.0,True,True,True,True,Implicit Multidimensional Projection of Local Subspaces,5,False,,
InfoVis,2020,Insights From Experiments With Rigor in an EvoBio Design Study,10.1109/TVCG.2020.3030405,1106,1116,J,2021,2021-01-28,W3092507402,IEEE Transactions on Visualization and Computer Graphics,1106.0,1116.0,11.0,76,9,5,5.0,False,False,True,False,Insights From Experiments With Rigor in an EvoBio Design Study,6,False,,
InfoVis,2020,Introducing Layers of Meaning (LoM): A Framework to Reduce Semantic Distance of Visualization In Humanistic Research,10.1109/TVCG.2020.3030426,1084,1094,J,2021,2021-01-28,W3092179955,IEEE Transactions on Visualization and Computer Graphics,1084.0,1094.0,11.0,58,10,2,5.0,False,False,False,False,Introducing Layers of Meaning (LoM): A Framework to Reduce Semantic Distance of Visualization In Humanistic Research,10,False,,
InfoVis,2020,Investigating Visual Analysis of Differentially Private Data,10.1109/TVCG.2020.3030369,1786,1796,J,2021,2021-01-28,W3093260338,IEEE Transactions on Visualization and Computer Graphics,1786.0,1796.0,11.0,44,16,1,3.0,False,False,True,False,Investigating Visual Analysis of Differentially Private Data,5,False,,
InfoVis,2020,Kyrix-S: Authoring Scalable Scatterplot Visualizations of Big Data,10.1109/TVCG.2020.3030372,401,411,J,2021,2021-01-28,W3091837150,IEEE Transactions on Visualization and Computer Graphics,401.0,411.0,11.0,38,7,4,6.0,False,True,True,False,Kyrix-S: Authoring Scalable Scatterplot Visualizations of Big Data,6,False,,
InfoVis,2020,Lyra 2: Designing Interactive Visualizations by Demonstration,10.1109/TVCG.2020.3030367,304,314,J,2021,2021-01-28,W3092206318,IEEE Transactions on Visualization and Computer Graphics,304.0,314.0,11.0,58,12,10,4.0,False,True,True,False,Lyra 2: Designing Interactive Visualizations by Demonstration,18,False,,
InfoVis,2020,MetroSets: Visualizing Sets as Metro Maps,10.1109/TVCG.2020.3030475,1257,1267,J,2021,2021-01-28,W3093344826,IEEE Transactions on Visualization and Computer Graphics,1257.0,1267.0,11.0,80,11,11,4.0,False,True,True,False,MetroSets: Visualizing Sets as Metro Maps,15,False,,
InfoVis,2020,MobileVisFixer: Tailoring Web Visualizations for Mobile Phones Leveraging an Explainable Reinforcement Learning Framework,10.1109/TVCG.2020.3030423,464,474,J,2021,2021-01-28,W3093051694,IEEE Transactions on Visualization and Computer Graphics,464.0,474.0,11.0,48,13,15,6.0,True,True,True,True,MobileVisFixer: Tailoring Web Visualizations for Mobile Phones Leveraging an Explainable Reinforcement Learning Framework,25,False,,
InfoVis,2020,Modeling the Influence of Visual Density on Cluster Perception in Scatterplots Using Topology,10.1109/TVCG.2020.3030365,1829,1839,J,2021,2021-01-28,W3091998753,IEEE Transactions on Visualization and Computer Graphics,1829.0,1839.0,11.0,80,14,1,2.0,False,False,True,False,Modeling the Influence of Visual Density on Cluster Perception in Scatterplots Using Topology,2,False,,
InfoVis,2020,"Multi-Perspective, Simultaneous Embedding",10.1109/TVCG.2020.3030373,1569,1579,J,2019,2019-09-13,W2972835882,arXiv: Data Structures and Algorithms,,,,44,14,0,4.0,False,False,True,False,"Multi-Perspective, Simultaneous Embedding",3,False,,
InfoVis,2020,NL4DV: A Toolkit for Generating Analytic Specifications for Data Visualization from Natural Language Queries,10.1109/TVCG.2020.3030378,369,379,J,2021,2021-01-28,W3081277912,IEEE Transactions on Visualization and Computer Graphics,369.0,379.0,11.0,64,11,25,3.0,False,False,True,False,NL4DV: A Toolkit for Generating Analytic Specifications for Data Visualization from Natural Language Queries,33,False,,
InfoVis,2020,No mark is an island: Precision and category repulsion biases in data reproductions,10.1109/TVCG.2020.3030345,1063,1072,J,2021,2021-01-28,W3110873875,IEEE Transactions on Visualization and Computer Graphics,1063.0,1072.0,10.0,39,11,4,4.0,False,False,True,False,No mark is an island: Precision and category repulsion biases in data reproductions,4,False,,
InfoVis,2020,Palettailor: Discriminable Colorization for Categorical Data,10.1109/TVCG.2020.3030406,475,484,J,2021,2021-01-28,W3091971410,IEEE Transactions on Visualization and Computer Graphics,475.0,484.0,10.0,36,11,9,8.0,True,True,True,True,Palettailor: Discriminable Colorization for Categorical Data,10,False,,
InfoVis,2020,Personal Augmented Reality for Information Visualization on Large Interactive Displays,10.1109/TVCG.2020.3030460,1182,1192,J,2021,2021-01-28,W3083351516,IEEE Transactions on Visualization and Computer Graphics,1182.0,1192.0,11.0,87,11,19,3.0,False,False,False,False,Personal Augmented Reality for Information Visualization on Large Interactive Displays,28,False,,
InfoVis,2020,PlotThread: Creating Expressive Storyline Visualizations using Reinforcement Learning,10.1109/TVCG.2020.3030467,294,303,J,2021,2021-01-28,W3092167326,IEEE Transactions on Visualization and Computer Graphics,294.0,303.0,10.0,40,11,16,10.0,True,True,False,True,PlotThread: Creating Expressive Storyline Visualizations using Reinforcement Learning,19,False,,
InfoVis,2020,QualDash: Adaptable Generation of Visualisation Dashboards for Healthcare Quality Improvement,10.1109/TVCG.2020.3030424,689,699,J,2021,2021-01-28,W3092324668,IEEE Transactions on Visualization and Computer Graphics,689.0,699.0,11.0,38,13,8,7.0,True,True,True,True,QualDash: Adaptable Generation of Visualisation Dashboards for Healthcare Quality Improvement,14,False,,
InfoVis,2020,Rainbows Revisited: Modeling Effective Colormap Design for Graphical Inference,10.1109/TVCG.2020.3030439,1032,1042,J,2021,2021-01-28,W3083459580,IEEE Transactions on Visualization and Computer Graphics,1032.0,1042.0,11.0,60,8,5,2.0,False,False,True,False,Rainbows Revisited: Modeling Effective Colormap Design for Graphical Inference,10,False,,
InfoVis,2020,Responsive Matrix Cells: A Focus+Context Approach for Exploring and Editing Multivariate Graphs,10.1109/TVCG.2020.3030371,1644,1654,J,2021,2021-01-28,W3084014464,IEEE Transactions on Visualization and Computer Graphics,1644.0,1654.0,11.0,78,9,5,5.0,False,False,False,False,Responsive Matrix Cells: A Focus+Context Approach for Exploring and Editing Multivariate Graphs,12,False,,
InfoVis,2020,Retrieve-Then-Adapt: Example-based Automatic Generation for Proportion-related Infographics,10.1109/TVCG.2020.3030448,443,452,J,2021,2021-01-28,W3094084711,IEEE Transactions on Visualization and Computer Graphics,443.0,452.0,10.0,35,12,9,6.0,False,False,True,False,Retrieve-Then-Adapt: Example-based Automatic Generation for Proportion-related Infographics,15,False,,
InfoVis,2020,Revealing Perceptual Proxies with Adversarial Examples,10.1109/TVCG.2020.3030429,1073,1083,J,2021,2021-01-28,W3094137687,IEEE Transactions on Visualization and Computer Graphics,1073.0,1083.0,11.0,48,10,5,5.0,False,False,True,False,Revealing Perceptual Proxies with Adversarial Examples,6,False,,
InfoVis,2020,Revisited: Comparison of Empirical Methods to Evaluate Visualizations Supporting Crafting and Assembly Purposes,10.1109/TVCG.2020.3030400,1204,1213,J,2021,2021-01-28,W3092811950,IEEE Transactions on Visualization and Computer Graphics,1204.0,1213.0,10.0,64,9,4,6.0,True,True,True,True,Revisited: Comparison of Empirical Methods to Evaluate Visualizations Supporting Crafting and Assembly Purposes,10,False,,
InfoVis,2020,SafetyLens: Visual Data Analysis of Functional Safety of Vehicles,10.1109/TVCG.2020.3030382,1688,1697,J,2021,2021-01-28,W3046847925,IEEE Transactions on Visualization and Computer Graphics,1688.0,1697.0,10.0,47,7,0,3.0,True,False,True,False,SafetyLens: Visual Data Analysis of Functional Safety of Vehicles,1,False,,
InfoVis,2020,Scalability of Network Visualisation from a Cognitive Load Perspective,10.1109/TVCG.2020.3030459,1677,1687,J,2021,2021-01-28,W3070599041,IEEE Transactions on Visualization and Computer Graphics,1677.0,1687.0,11.0,57,13,7,6.0,False,False,False,False,Scalability of Network Visualisation from a Cognitive Load Perspective,13,False,,
InfoVis,2020,Semantic Discriminability for Visual Communication,10.1109/TVCG.2020.3030434,1022,1031,J,2021,2021-01-28,W3094407341,IEEE Transactions on Visualization and Computer Graphics,1022.0,1031.0,10.0,37,12,7,3.0,False,False,True,False,Semantic Discriminability for Visual Communication,9,False,,
InfoVis,2020,Sequence Braiding: Visual Overviews of Temporal Event Sequences and Attributes,10.1109/TVCG.2020.3030442,1353,1363,J,2020,2020-09-07,W4248161615,,,,,0,12,0,4.0,False,False,True,False,Sequence Braiding: Visual Overviews of Temporal Event Sequences and Attributes,10,False,,
InfoVis,2020,Shared Surfaces and Spaces: Collaborative Data Visualisation in a Co-located Immersive Environment,10.1109/TVCG.2020.3030450,1171,1181,J,2021,2021-01-28,W3082667172,IEEE Transactions on Visualization and Computer Graphics,1171.0,1181.0,11.0,46,12,15,6.0,False,False,False,False,Shared Surfaces and Spaces: Collaborative Data Visualisation in a Co-located Immersive Environment,31,False,,
InfoVis,2020,ShuttleSpace: Exploring and Analyzing Movement Trajectory in Immersive Visualization,10.1109/TVCG.2020.3030392,860,869,J,2021,2021-01-28,W3092052003,IEEE Transactions on Visualization and Computer Graphics,860.0,869.0,10.0,44,12,18,8.0,False,False,False,False,ShuttleSpace: Exploring and Analyzing Movement Trajectory in Immersive Visualization,26,False,,
InfoVis,2020,SineStream: Improving the Readability of Streamgraphs by Minimizing Sine Illusion Effects,10.1109/TVCG.2020.3030404,1634,1643,J,2021,2021-01-28,W3092649770,IEEE Transactions on Visualization and Computer Graphics,1634.0,1643.0,10.0,23,12,1,7.0,True,True,False,True,SineStream: Improving the Readability of Streamgraphs by Minimizing Sine Illusion Effects,3,False,,
InfoVis,2020,Staged Animation Strategies for Online Dynamic Networks,10.1109/TVCG.2020.3030385,539,549,J,2021,2021-01-28,W3093204258,IEEE Transactions on Visualization and Computer Graphics,539.0,549.0,11.0,42,11,3,4.0,False,False,True,False,Staged Animation Strategies for Online Dynamic Networks,5,False,,
InfoVis,2020,StructGraphics: Flexible Visualization Design through Data-Agnostic and Reusable Graphical Structures,10.1109/TVCG.2020.3030476,315,325,J,2021,2021-01-28,W3083048827,IEEE Transactions on Visualization and Computer Graphics,315.0,325.0,11.0,32,13,4,1.0,False,False,False,False,StructGraphics: Flexible Visualization Design through Data-Agnostic and Reusable Graphical Structures,6,False,,
InfoVis,2020,Table Scraps: An Actionable Framework for Multi-Table Data Wrangling From An Artifact Study of Computational Journalism,10.1109/TVCG.2020.3030462,957,966,J,2021,2021-01-28,W3092896626,IEEE Transactions on Visualization and Computer Graphics,957.0,966.0,10.0,32,8,2,3.0,False,False,False,False,Table Scraps: An Actionable Framework for Multi-Table Data Wrangling From An Artifact Study of Computational Journalism,12,False,,
InfoVis,2020,The Effectiveness of Interactive Visualization Techniques for Time Navigation of Dynamic Graphs on Large Displays,10.1109/TVCG.2020.3030446,528,538,J,2021,2021-01-28,W3082188805,IEEE Transactions on Visualization and Computer Graphics,528.0,538.0,11.0,64,9,1,3.0,False,True,False,False,The Effectiveness of Interactive Visualization Techniques for Time Navigation of Dynamic Graphs on Large Displays,5,False,,
InfoVis,2020,Towards Modeling Visualization Processes as Dynamic Bayesian Networks,10.1109/TVCG.2020.3030395,1000,1010,J,2021,2021-01-28,W3093393391,IEEE Transactions on Visualization and Computer Graphics,1000.0,1010.0,11.0,102,15,0,1.0,False,False,False,False,Towards Modeling Visualization Processes as Dynamic Bayesian Networks,2,False,,
InfoVis,2020,Truth or Square: Aspect Ratio Biases Recall of Position Encodings,10.1109/TVCG.2020.3030422,1054,1062,J,2021,2021-01-28,W3087243598,IEEE Transactions on Visualization and Computer Graphics,1054.0,1062.0,9.0,33,9,4,4.0,False,False,True,False,Truth or Square: Aspect Ratio Biases Recall of Position Encodings,7,False,,
InfoVis,2020,VisCode: Embedding Information in Visualization Images using Encoder-Decoder Network,10.1109/TVCG.2020.3030343,326,336,J,2021,2021-01-28,W3092317220,IEEE Transactions on Visualization and Computer Graphics,326.0,336.0,11.0,57,10,9,3.0,False,False,False,False,VisCode: Embedding Information in Visualization Images using Encoder-Decoder Network,12,False,,
InfoVis,2020,VisConnect: Distributed Event Synchronization for Collaborative Visualization,10.1109/TVCG.2020.3030366,347,357,J,2021,2021-01-28,W3092428543,IEEE Transactions on Visualization and Computer Graphics,347.0,357.0,11.0,35,8,2,8.0,False,False,True,False,VisConnect: Distributed Event Synchronization for Collaborative Visualization,5,False,,
InfoVis,2020,Visual Analysis of Discrimination in Machine Learning,10.1109/TVCG.2020.3030471,1470,1480,J,2021,2021-01-28,W3092273406,IEEE Transactions on Visualization and Computer Graphics,1470.0,1480.0,11.0,61,14,6,6.0,False,False,False,False,Visual Analysis of Discrimination in Machine Learning,14,False,,
InfoVis,2020,Visual Reasoning Strategies for Effect Size Judgments and Decisions,10.1109/TVCG.2020.3030335,272,282,J,2021,2021-01-28,W3092487423,IEEE Transactions on Visualization and Computer Graphics,272.0,282.0,11.0,44,11,21,3.0,False,False,True,False,Visual Reasoning Strategies for Effect Size Judgments and Decisions,33,True,BP,InfoVis
InfoVis,2020,What Makes a Data-GIF Understandable?,10.1109/TVCG.2020.3030396,1492,1502,J,2021,2021-01-28,W3091888427,IEEE Transactions on Visualization and Computer Graphics,1492.0,1502.0,11.0,41,15,11,6.0,False,True,False,False,What Makes a Data-GIF Understandable?,22,False,,
InfoVis,2020,Zoomless Maps: External Labeling Methods for the Interactive Exploration of Dense Point Sets at a Fixed Map Scale,10.1109/TVCG.2020.3030399,1247,1256,J,2021,2021-01-28,W3092143251,IEEE Transactions on Visualization and Computer Graphics,1247.0,1256.0,10.0,32,9,2,4.0,False,False,False,False,Zoomless Maps: External Labeling Methods for the Interactive Exploration of Dense Point Sets at a Fixed Map Scale,3,False,,
SciVis,2020,A Fluid Flow Data Set for Machine Learning and its Application to Neural Flow Map Interpolation,10.1109/TVCG.2020.3028947,1279,1289,J,2021,2021-01-28,W3091859806,IEEE Transactions on Visualization and Computer Graphics,1279.0,1289.0,11.0,46,16,8,3.0,False,False,False,False,A Fluid Flow Data Set for Machine Learning and its Application to Neural Flow Map Interpolation,14,False,,
SciVis,2020,A Suggestive Interface for Untangling Mathematical Knots,10.1109/TVCG.2020.3028893,593,602,J,2021,2021-01-28,W3091891110,IEEE Transactions on Visualization and Computer Graphics,593.0,602.0,10.0,29,8,1,2.0,False,False,True,False,A Suggestive Interface for Untangling Mathematical Knots,2,False,,
SciVis,2020,A Testing Environment for Continuous Colormaps,10.1109/TVCG.2020.3028955,1043,1053,J,2021,2021-01-28,W3088309128,IEEE Transactions on Visualization and Computer Graphics,1043.0,1053.0,11.0,37,9,1,5.0,True,True,True,True,A Testing Environment for Continuous Colormaps,2,False,,
SciVis,2020,A Visualization Framework for Multi-scale Coherent Structures in Taylor-Couette Turbulence,10.1109/TVCG.2020.3028892,902,912,J,2021,2021-01-28,W3092497721,IEEE Transactions on Visualization and Computer Graphics,902.0,912.0,11.0,44,8,0,3.0,False,False,True,False,A Visualization Framework for Multi-scale Coherent Structures in Taylor-Couette Turbulence,1,False,,
SciVis,2020,Advanced Rendering of Line Data with Ambient Occlusion and Transparency,10.1109/TVCG.2020.3028954,614,624,J,2021,2021-01-28,W3092118452,IEEE Transactions on Visualization and Computer Graphics,614.0,624.0,11.0,38,13,1,2.0,False,False,False,False,Advanced Rendering of Line Data with Ambient Occlusion and Transparency,2,False,,
SciVis,2020,ChemVA: Interactive Visual Analysis of Chemical Compound Similarity in Virtual Screening,10.1109/TVCG.2020.3030438,891,901,J,2021,2021-02-13,W3092212286,IEEE Transactions on Visualization and Computer Graphics,891.0,901.0,11.0,36,13,3,9.0,True,True,False,True,ChemVA: Interactive Visual Analysis of Chemical Compound Similarity in Virtual Screening,4,False,,
SciVis,2020,Data-Driven Space-Filling Curves,10.1109/TVCG.2020.3030473,1591,1600,J,2021,2021-01-28,W3092052697,IEEE Transactions on Visualization and Computer Graphics,1591.0,1600.0,10.0,22,8,5,3.0,False,True,True,False,Data-Driven Space-Filling Curves,6,False,,
SciVis,2020,Deep Volumetric Ambient Occlusion,10.1109/TVCG.2020.3030344,1268,1278,J,2021,2021-01-28,W3074752377,IEEE Transactions on Visualization and Computer Graphics,1268.0,1278.0,11.0,47,12,6,2.0,False,True,False,False,Deep Volumetric Ambient Occlusion,11,False,,
SciVis,2020,Direct Volume Rendering with Nonparametric Models of Uncertainty,10.1109/TVCG.2020.3030394,1797,1807,J,2021,2021-01-28,W3082110595,IEEE Transactions on Visualization and Computer Graphics,1797.0,1807.0,11.0,56,9,2,5.0,False,False,True,False,Direct Volume Rendering with Nonparametric Models of Uncertainty,2,False,,
SciVis,2020,Efficient and Flexible Hierarchical Data Layouts for a Unified Encoding of Scalar Field Precision and Resolution,10.1109/TVCG.2020.3030381,603,613,J,2021,2021-01-28,W3092185942,IEEE Transactions on Visualization and Computer Graphics,603.0,613.0,11.0,38,12,4,8.0,True,False,True,False,Efficient and Flexible Hierarchical Data Layouts for a Unified Encoding of Scalar Field Precision and Resolution,13,False,,
SciVis,2020,Extraction and Visualization of Poincare Map Topology for Spacecraft Trajectory Design,10.1109/TVCG.2020.3030402,765,774,J,2021,2021-01-28,W3092032973,IEEE Transactions on Visualization and Computer Graphics,765.0,774.0,10.0,26,10,3,3.0,True,False,True,False,Extraction and Visualization of Poincare Map Topology for Spacecraft Trajectory Design,5,False,,
SciVis,2020,Homomorphic-Encrypted Volume Rendering,10.1109/TVCG.2020.3030436,635,644,J,2021,2021-01-28,W3083286350,IEEE Transactions on Visualization and Computer Graphics,635.0,644.0,10.0,27,10,3,3.0,False,True,False,False,Homomorphic-Encrypted Volume Rendering,5,False,,
SciVis,2020,Improving the Usability of Virtual Reality Neuron Tracing with Topological Elements,10.1109/TVCG.2020.3030363,744,754,J,2021,2021-01-28,W3093145634,IEEE Transactions on Visualization and Computer Graphics,744.0,754.0,11.0,57,10,0,8.0,False,False,True,False,Improving the Usability of Virtual Reality Neuron Tracing with Topological Elements,0,False,,
SciVis,2020,Interactive Black-Hole Visualization,10.1109/TVCG.2020.3030452,796,805,J,2021,2021-01-28,W3092843706,IEEE Transactions on Visualization and Computer Graphics,796.0,805.0,10.0,28,9,4,2.0,False,False,False,False,Interactive Black-Hole Visualization,4,True,HM,SciVis
SciVis,2020,Interactive Visual Study of Multiple Attributes Learning Model of X-Ray Scattering Images,10.1109/TVCG.2020.3030384,1312,1321,J,2021,2021-01-28,W3093866627,IEEE Transactions on Visualization and Computer Graphics,1312.0,1321.0,10.0,33,17,2,7.0,True,False,True,False,Interactive Visual Study of Multiple Attributes Learning Model of X-Ray Scattering Images,4,False,,
SciVis,2020,Interactive Visualization of Atmospheric Effects for Celestial Bodies,10.1109/TVCG.2020.3030333,785,795,J,2021,2021-01-28,W3092208342,IEEE Transactions on Visualization and Computer Graphics,785.0,795.0,11.0,38,11,2,6.0,True,False,True,False,Interactive Visualization of Atmospheric Effects for Celestial Bodies,3,False,,
SciVis,2020,IsoTrotter: Visually Guided Empirical Modelling of Atmospheric Convection,10.1109/TVCG.2020.3030389,775,784,J,2021,2021-01-28,W3094215851,IEEE Transactions on Visualization and Computer Graphics,775.0,784.0,10.0,33,8,1,3.0,False,False,True,False,IsoTrotter: Visually Guided Empirical Modelling of Atmospheric Convection,1,False,,
SciVis,2020,Localized Topological Simplification of Scalar Data,10.1109/TVCG.2020.3030353,572,582,J,2021,2021-01-28,W3091564511,IEEE Transactions on Visualization and Computer Graphics,572.0,582.0,11.0,52,10,6,4.0,False,True,True,False,Localized Topological Simplification of Scalar Data,12,False,,
SciVis,2020,Mode Surfaces of Symmetric Tensor Fields: Topological Analysis and Seamless Extraction,10.1109/TVCG.2020.3030431,583,592,J,2021,2021-01-28,W3092738373,IEEE Transactions on Visualization and Computer Graphics,583.0,592.0,10.0,32,12,2,4.0,False,False,True,False,Mode Surfaces of Symmetric Tensor Fields: Topological Analysis and Seamless Extraction,4,False,,
SciVis,2020,Modeling in the Time of COVID-19: Statistical and Rule-based Mesoscale Models,10.1109/TVCG.2020.3030415,722,732,J,2021,2021-01-28,W3020934283,IEEE Transactions on Visualization and Computer Graphics,722.0,732.0,11.0,79,8,5,11.0,True,True,True,True,Modeling in the Time of COVID-19: Statistical and Rule-based Mesoscale Models,17,False,,
SciVis,2020,Objective Observer-Relative Flow Visualization in Curved Spaces for Unsteady 2D Geophysical Flows,10.1109/TVCG.2020.3030454,283,293,J,2021,2021-01-28,W3092384685,IEEE Transactions on Visualization and Computer Graphics,283.0,293.0,11.0,57,10,4,7.0,False,True,True,False,Objective Observer-Relative Flow Visualization in Curved Spaces for Unsteady 2D Geophysical Flows,5,True,BP,SciVis
SciVis,2020,Polyphorm: Structural Analysis of Cosmological Datasets via Interactive Physarum Polycephalum Visualization,10.1109/TVCG.2020.3030407,806,816,J,2021,2021-01-28,W3094563421,IEEE Transactions on Visualization and Computer Graphics,806.0,816.0,11.0,51,8,3,4.0,False,False,True,False,Polyphorm: Structural Analysis of Cosmological Datasets via Interactive Physarum Polycephalum Visualization,5,False,,
SciVis,2020,Ray Tracing Structured AMR Data Using ExaBricks,10.1109/TVCG.2020.3030470,625,634,J,2021,2021-01-28,W3092504589,IEEE Transactions on Visualization and Computer Graphics,625.0,634.0,10.0,35,9,3,6.0,False,False,False,False,Ray Tracing Structured AMR Data Using ExaBricks,8,False,,
SciVis,2020,Sea of Genes: A Reflection on Visualising Metagenomic Data for Museums,10.1109/TVCG.2020.3030412,935,945,J,2021,2021-01-28,W3097912744,IEEE Transactions on Visualization and Computer Graphics,935.0,945.0,11.0,32,14,1,4.0,False,False,True,False,Sea of Genes: A Reflection on Visualising Metagenomic Data for Museums,3,False,,
SciVis,2020,"The Mixture Graph-A Data Structure for Compressing, Rendering, and Querying Segmentation Histograms",10.1109/TVCG.2020.3030451,645,655,J,2021,2021-01-28,W3092902953,IEEE Transactions on Visualization and Computer Graphics,645.0,655.0,11.0,30,11,1,3.0,False,False,False,False,"The Mixture Graph-A Data Structure for Compressing, Rendering, and Querying Segmentation Histograms",4,False,,
SciVis,2020,TopoMap: A 0-dimensional Homology Preserving Projection of High-Dimensional Data,10.1109/TVCG.2020.3030441,561,571,J,2020,2020-09-03,W3082778322,arXiv: Graphics,,,,70,13,2,5.0,False,True,True,False,TopoMap: A 0-dimensional Homology Preserving Projection of High-Dimensional Data,14,False,,
SciVis,2020,"Uncertainty in Continuous Scatterplots, Continuous Parallel Coordinates, and Fibers",10.1109/TVCG.2020.3030466,1819,1828,J,2021,2021-01-28,W3092514384,IEEE Transactions on Visualization and Computer Graphics,1819.0,1828.0,10.0,37,11,1,2.0,False,False,False,False,"Uncertainty in Continuous Scatterplots, Continuous Parallel Coordinates, and Fibers",1,False,,
